flow,voltage,label
16.42,9.88,2
0.0,0.0,0
0.0,0.0,0
102.35,5.85,1
48.17,10.89,2
0.0,0.0,0
244.42,6.83,1
4.32,10.07,2
225.96,6.27,1
161.17,7.04,1
111.41,6.88,1
0.0,0.0,0
9.14,10.32,2
0.0,0.0,0
117.18,5.78,1
0.0,0.0,0
231.42,5.21,1
6.33,11.87,2
0.0,0.0,0
9.19,9.07,2
0.0,0.0,0
230.63,7.39,1
224.2,7.91,1
5.36,8.38,2
36.57,9.34,2
0.0,0.0,0
196.04,7.04,1
176.15,5.34,1
0.0,0.0,0
1.94,11.97,2
19.01,10.86,2
219.39,5.96,1
0.0,0.0,0
0.0,0.0,0
21.95,10.36,2
43.82,9.88,2
163.45,6.86,1
287.64,5.76,1
25.49,8.6,2
125.37,7.04,1
11.99,10.93,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.19,8.11,2
255.41,6.84,1
0.0,0.0,0
44.63,9.63,2
17.62,11.96,2
0.0,0.0,0
178.6,6.58,1
168.99,7.85,1
0.0,0.0,0
0.56,9.57,2
176.95,5.4,1
0.0,0.0,0
0.0,0.0,0
140.07,6.31,1
0.0,0.0,0
266.76,5.15,1
0.0,0.0,0
0.0,0.0,0
116.02,5.41,1
0.0,0.0,0
201.45,8.0,1
0.0,0.0,0
184.9,5.53,1
247.62,5.21,1
45.23,9.6,2
26.22,11.9,2
0.0,0.0,0
171.85,6.11,1
0.0,0.0,0
20.01,8.51,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
114.21,5.49,1
29.13,10.2,2
132.45,5.94,1
0.0,0.0,0
34.98,9.81,2
175.5,5.34,1
0.0,0.0,0
150.33,7.21,1
15.63,11.15,2
0.0,0.0,0
0.0,0.0,0
23.4,8.81,2
0.0,0.0,0
46.3,11.87,2
140.66,7.69,1
0.0,0.0,0
95.02,6.79,1
0.0,0.0,0
74.49,6.87,1
0.0,0.0,0
35.15,10.4,2
0.0,0.0,0
281.62,7.96,1
13.31,9.14,2
28.52,10.36,2
25.84,10.17,2
187.93,5.54,1
0.0,0.0,0
19.63,11.52,2
297.57,5.97,1
26.45,8.25,2
43.77,10.74,2
3.38,8.82,2
0.0,0.0,0
31.54,10.5,2
0.0,0.0,0
0.0,0.0,0
62.52,7.54,1
0.0,0.0,0
0.0,0.0,0
252.38,6.24,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
207.96,5.11,1
249.36,7.48,1
26.09,9.04,2
208.21,6.48,1
16.75,8.73,2
60.77,6.69,1
1.52,11.37,2
112.87,7.49,1
0.0,0.0,0
0.0,0.0,0
7.65,8.99,2
35.53,10.26,2
1.39,11.1,2
19.3,10.07,2
11.62,9.37,2
0.0,0.0,0
11.94,11.23,2
0.0,0.0,0
35.92,11.92,2
0.0,0.0,0
102.32,7.26,1
197.34,7.25,1
30.2,8.68,2
44.42,10.38,2
2.64,8.06,2
10.25,11.48,2
268.54,7.99,1
266.46,5.09,1
0.0,0.0,0
228.66,6.6,1
0.0,0.0,0
0.0,0.0,0
63.61,5.38,1
0.0,0.0,0
0.0,0.0,0
289.26,5.14,1
0.0,0.0,0
0.0,0.0,0
18.11,8.73,2
28.43,11.63,2
19.88,9.65,2
170.8,5.2,1
2.46,11.27,2
0.0,0.0,0
10.63,8.62,2
35.18,11.75,2
0.0,0.0,0
0.0,0.0,0
24.04,11.9,2
0.0,0.0,0
187.36,5.98,1
44.87,8.53,2
188.01,7.06,1
0.0,0.0,0
0.0,0.0,0
32.87,11.36,2
195.43,5.43,1
146.02,7.92,1
32.42,8.89,2
0.0,0.0,0
286.58,5.01,1
0.0,0.0,0
0.0,0.0,0
2.03,9.53,2
0.0,0.0,0
206.21,5.08,1
38.41,9.57,2
0.0,0.0,0
30.48,10.19,2
83.55,6.39,1
27.37,8.42,2
204.24,6.05,1
281.55,5.16,1
69.24,5.84,1
5.06,10.14,2
0.0,0.0,0
152.63,6.32,1
0.0,0.0,0
12.7,9.81,2
167.07,6.94,1
49.13,10.27,2
45.69,10.22,2
23.28,11.58,2
79.34,5.21,1
23.11,9.35,2
8.12,9.37,2
25.19,9.61,2
231.15,6.53,1
38.08,11.95,2
0.0,0.0,0
150.39,5.24,1
264.78,5.36,1
173.29,7.27,1
187.31,5.9,1
0.0,0.0,0
138.39,7.38,1
0.0,0.0,0
0.0,0.0,0
279.37,7.62,1
0.0,0.0,0
2.87,10.48,2
48.58,8.73,2
248.65,6.44,1
154.62,5.52,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
267.92,6.6,1
0.0,0.0,0
176.08,5.75,1
26.41,8.34,2
178.77,7.02,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
127.57,6.42,1
49.18,11.41,2
0.0,0.0,0
0.0,0.0,0
16.92,9.57,2
29.23,10.57,2
0.0,0.0,0
65.28,6.52,1
49.83,10.87,2
0.0,0.0,0
7.04,8.83,2
143.42,5.84,1
6.22,9.17,2
41.47,11.72,2
192.16,7.91,1
265.8,7.52,1
0.0,0.0,0
0.0,0.0,0
30.73,9.53,2
254.9,7.94,1
15.16,11.87,2
0.0,0.0,0
42.86,11.36,2
81.97,7.15,1
128.03,7.58,1
0.0,0.0,0
35.45,8.34,2
0.0,0.0,0
0.0,0.0,0
24.91,9.47,2
207.77,6.33,1
46.06,10.17,2
0.0,0.0,0
0.0,0.0,0
222.09,7.55,1
288.34,5.94,1
20.78,8.39,2
33.75,8.6,2
0.0,0.0,0
40.47,8.17,2
242.43,5.78,1
32.55,8.83,2
101.73,7.78,1
0.0,0.0,0
26.04,8.62,2
219.32,7.27,1
144.7,6.13,1
0.0,0.0,0
41.24,9.74,2
14.75,9.07,2
40.75,9.6,2
245.88,7.93,1
14.2,8.53,2
227.83,5.77,1
36.11,11.49,2
42.79,10.96,2
293.63,6.82,1
0.93,11.73,2
33.72,8.95,2
139.69,7.09,1
0.0,0.0,0
6.94,10.13,2
41.74,10.02,2
49.9,10.97,2
0.0,0.0,0
81.19,7.88,1
89.43,6.01,1
17.09,8.85,2
31.86,10.39,2
17.76,8.95,2
124.53,6.17,1
45.85,9.94,2
127.16,7.63,1
0.0,0.0,0
0.0,0.0,0
171.29,5.09,1
0.0,0.0,0
133.08,5.64,1
80.5,7.69,1
65.77,6.68,1
145.98,7.66,1
277.18,6.5,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
135.68,7.68,1
0.0,0.0,0
265.75,5.42,1
11.09,9.97,2
0.0,0.0,0
0.0,0.0,0
35.72,10.56,2
30.31,9.29,2
297.79,7.72,1
0.0,0.0,0
36.28,11.35,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
185.09,5.0,1
0.0,0.0,0
0.0,0.0,0
24.37,9.74,2
0.0,0.0,0
227.57,6.11,1
272.4,5.15,1
75.07,5.25,1
15.33,8.5,2
39.38,9.0,2
2.18,11.13,2
226.96,6.98,1
12.11,11.12,2
0.0,0.0,0
275.82,5.21,1
204.62,6.2,1
0.0,0.0,0
0.0,0.0,0
21.53,8.9,2
0.0,0.0,0
0.0,0.0,0
24.9,11.25,2
44.62,10.62,2
6.49,9.66,2
0.0,0.0,0
11.86,10.09,2
23.75,8.28,2
299.34,6.86,1
17.98,11.08,2
0.0,0.0,0
0.0,0.0,0
242.36,6.0,1
155.26,5.4,1
210.83,6.19,1
0.0,0.0,0
0.0,0.0,0
83.45,5.01,1
3.34,11.06,2
0.0,0.0,0
0.0,0.0,0
265.35,5.64,1
18.93,8.08,2
0.0,0.0,0
0.0,0.0,0
9.33,11.52,2
108.58,7.08,1
0.0,0.0,0
0.0,0.0,0
49.25,10.75,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.93,9.65,2
0.0,0.0,0
185.96,6.98,1
91.57,7.99,1
0.0,0.0,0
0.0,0.0,0
7.46,11.42,2
16.29,10.93,2
212.24,5.96,1
0.0,0.0,0
284.59,7.72,1
11.63,8.17,2
3.97,10.65,2
21.91,8.31,2
0.0,0.0,0
0.0,0.0,0
186.0,6.93,1
0.0,0.0,0
25.85,10.09,2
47.84,11.78,2
255.29,6.25,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
132.38,7.52,1
0.0,0.0,0
0.0,0.0,0
44.56,8.75,2
0.0,0.0,0
11.42,11.09,2
155.05,5.33,1
20.47,8.93,2
0.0,0.0,0
298.32,7.86,1
147.1,7.27,1
0.0,0.0,0
80.15,6.76,1
0.0,0.0,0
0.0,0.0,0
288.08,5.24,1
16.49,10.89,2
161.42,6.16,1
0.0,0.0,0
237.2,7.31,1
0.0,0.0,0
0.0,0.0,0
293.11,5.86,1
0.0,0.0,0
24.33,8.44,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
276.81,7.61,1
139.8,5.33,1
0.0,0.0,0
0.0,0.0,0
105.48,5.99,1
9.39,11.79,2
161.85,6.02,1
28.13,11.3,2
11.6,11.77,2
240.92,5.97,1
0.0,0.0,0
0.0,0.0,0
81.93,5.37,1
0.0,0.0,0
234.82,5.48,1
0.0,0.0,0
15.62,8.41,2
231.5,7.47,1
34.62,11.78,2
14.69,9.35,2
0.0,0.0,0
0.0,0.0,0
243.79,5.62,1
19.8,8.14,2
5.85,11.5,2
157.7,5.93,1
0.0,0.0,0
45.16,10.38,2
0.0,0.0,0
141.22,7.31,1
287.23,7.04,1
6.85,9.55,2
0.0,0.0,0
40.05,10.95,2
269.21,7.05,1
49.18,11.96,2
268.89,7.9,1
19.39,11.95,2
266.78,6.09,1
7.27,8.62,2
252.13,6.17,1
282.77,6.89,1
0.0,0.0,0
15.05,10.56,2
0.74,10.99,2
244.84,7.52,1
276.24,6.77,1
219.17,6.73,1
46.71,10.4,2
21.68,8.09,2
0.0,0.0,0
215.75,6.27,1
287.52,6.81,1
15.03,8.62,2
0.0,0.0,0
278.45,7.94,1
0.0,0.0,0
98.6,6.96,1
41.11,9.11,2
9.2,10.81,2
68.37,6.67,1
0.0,0.0,0
43.06,10.35,2
0.0,0.0,0
20.78,8.72,2
0.0,0.0,0
197.82,6.08,1
45.36,8.94,2
83.97,5.17,1
0.0,0.0,0
218.99,7.14,1
0.4,9.27,2
39.57,11.83,2
36.97,10.46,2
110.35,7.12,1
0.0,0.0,0
101.51,6.52,1
0.0,0.0,0
0.0,0.0,0
147.28,5.81,1
272.48,6.41,1
29.42,11.02,2
0.0,0.0,0
23.69,8.2,2
99.05,5.51,1
0.0,0.0,0
215.93,7.93,1
175.32,7.55,1
15.55,11.76,2
277.4,5.03,1
0.0,0.0,0
17.94,11.6,2
12.94,8.28,2
292.25,5.03,1
68.66,5.87,1
48.06,11.9,2
179.11,5.45,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
78.82,7.64,1
0.0,0.0,0
259.85,7.94,1
0.0,0.0,0
49.9,10.32,2
23.34,11.67,2
252.76,5.69,1
228.17,5.04,1
141.57,5.16,1
0.0,0.0,0
30.41,9.82,2
0.0,0.0,0
109.5,7.63,1
249.38,6.79,1
25.04,11.6,2
116.69,6.48,1
20.59,9.07,2
150.84,6.66,1
0.0,0.0,0
233.06,6.35,1
127.8,7.6,1
127.14,5.64,1
0.0,0.0,0
144.63,6.6,1
14.67,9.78,2
0.0,0.0,0
0.0,0.0,0
47.47,9.15,2
0.0,0.0,0
261.49,7.77,1
0.19,11.51,2
34.85,11.29,2
9.1,11.44,2
0.0,0.0,0
35.06,10.12,2
0.0,0.0,0
5.45,10.91,2
0.0,0.0,0
0.0,0.0,0
63.77,6.5,1
0.0,0.0,0
22.12,9.81,2
36.26,11.93,2
112.84,7.69,1
0.0,0.0,0
41.95,8.37,2
0.0,0.0,0
131.81,6.8,1
203.81,7.96,1
0.0,0.0,0
0.0,0.0,0
22.65,10.47,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
130.82,7.54,1
187.35,5.19,1
20.41,10.77,2
268.68,6.11,1
14.27,9.64,2
0.0,0.0,0
2.24,10.15,2
76.16,6.81,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
142.84,6.29,1
210.48,6.64,1
45.63,8.52,2
252.15,5.75,1
70.88,6.86,1
283.17,6.96,1
81.39,6.31,1
33.69,11.17,2
264.82,5.8,1
30.19,9.53,2
99.58,6.88,1
85.34,6.58,1
0.0,0.0,0
184.45,7.11,1
150.47,6.07,1
203.75,7.47,1
167.43,7.9,1
0.0,0.0,0
0.0,0.0,0
268.16,7.68,1
9.19,11.65,2
19.04,8.7,2
16.12,11.71,2
272.23,5.77,1
10.42,9.14,2
11.96,9.94,2
0.0,0.0,0
298.48,6.98,1
0.0,0.0,0
14.82,8.26,2
34.1,9.32,2
24.29,9.44,2
0.0,0.0,0
0.0,0.0,0
115.97,6.25,1
0.0,0.0,0
34.0,8.26,2
32.15,9.13,2
0.0,0.0,0
149.62,5.75,1
36.04,11.31,2
6.88,8.34,2
30.75,8.09,2
44.51,9.83,2
292.45,6.35,1
0.0,0.0,0
0.0,0.0,0
45.35,9.72,2
1.4,10.2,2
74.67,7.93,1
6.73,10.82,2
0.0,0.0,0
299.81,5.45,1
25.02,10.43,2
0.0,0.0,0
0.0,0.0,0
144.34,7.67,1
256.67,5.71,1
265.87,5.46,1
0.0,0.0,0
42.99,8.49,2
13.22,8.98,2
0.0,0.0,0
166.53,6.77,1
0.0,0.0,0
163.32,5.65,1
45.52,8.29,2
272.84,5.85,1
0.0,0.0,0
106.16,7.33,1
231.38,8.0,1
244.75,5.84,1
150.44,5.89,1
0.0,0.0,0
68.71,6.5,1
148.9,6.08,1
19.52,9.69,2
29.36,11.2,2
21.64,9.68,2
0.0,0.0,0
0.0,0.0,0
224.88,6.9,1
236.76,6.11,1
133.99,7.38,1
276.24,5.74,1
253.19,6.67,1
0.0,0.0,0
0.0,0.0,0
43.03,10.43,2
48.55,9.8,2
0.0,0.0,0
6.1,8.11,2
100.63,6.39,1
219.53,6.43,1
0.0,0.0,0
74.01,7.26,1
30.38,8.3,2
8.28,9.79,2
154.66,7.68,1
21.88,8.55,2
0.0,0.0,0
0.0,0.0,0
3.59,11.29,2
0.0,0.0,0
37.91,10.55,2
165.7,5.9,1
241.8,7.19,1
221.47,7.1,1
285.81,5.16,1
237.1,5.47,1
0.0,0.0,0
135.28,5.59,1
2.67,8.31,2
21.2,10.01,2
32.0,10.47,2
0.0,0.0,0
0.0,0.0,0
3.24,8.74,2
35.45,8.54,2
40.67,8.95,2
297.73,7.96,1
0.0,0.0,0
30.29,10.94,2
31.31,9.68,2
0.0,0.0,0
8.09,10.25,2
15.44,11.73,2
293.24,7.99,1
0.0,0.0,0
257.6,7.06,1
127.47,5.94,1
31.15,10.45,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
167.04,7.1,1
131.63,7.81,1
28.66,9.1,2
0.0,0.0,0
125.75,6.07,1
37.92,9.56,2
0.0,0.0,0
47.2,9.18,2
0.0,0.0,0
209.97,5.29,1
62.87,6.95,1
10.29,9.07,2
47.19,11.15,2
47.75,8.95,2
41.97,11.99,2
0.0,0.0,0
0.0,0.0,0
85.17,6.85,1
219.16,7.39,1
233.17,7.29,1
188.14,7.56,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.44,8.87,2
1.51,9.24,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
21.94,9.17,2
0.0,0.0,0
260.84,6.14,1
0.0,0.0,0
179.65,6.68,1
38.51,10.95,2
25.41,9.06,2
0.0,0.0,0
1.68,11.38,2
0.0,0.0,0
0.0,0.0,0
244.71,6.48,1
18.25,10.1,2
267.36,7.25,1
0.0,0.0,0
257.33,7.63,1
0.0,0.0,0
181.38,6.13,1
11.97,10.17,2
170.41,7.4,1
0.0,0.0,0
8.53,9.44,2
0.0,0.0,0
5.4,11.19,2
12.21,10.54,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
111.44,6.63,1
15.18,11.82,2
0.0,0.0,0
29.92,11.06,2
0.0,0.0,0
20.66,11.72,2
90.59,5.02,1
0.0,0.0,0
153.66,7.31,1
0.0,0.0,0
0.0,0.0,0
13.8,10.26,2
4.66,11.37,2
0.0,0.0,0
5.43,8.1,2
72.22,7.82,1
33.08,11.94,2
0.0,0.0,0
0.0,0.0,0
46.89,11.62,2
83.78,7.64,1
167.9,5.25,1
0.0,0.0,0
143.44,6.47,1
0.0,0.0,0
40.76,9.69,2
7.67,8.18,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
43.57,11.9,2
0.0,0.0,0
31.32,8.47,2
0.0,0.0,0
3.88,8.22,2
0.0,0.0,0
0.0,0.0,0
131.2,5.79,1
0.0,0.0,0
284.4,6.34,1
186.62,7.08,1
110.1,7.7,1
0.0,0.0,0
269.03,6.75,1
0.0,0.0,0
20.09,11.18,2
0.0,0.0,0
227.63,6.59,1
155.02,5.9,1
0.0,0.0,0
143.68,5.59,1
64.63,6.89,1
37.13,10.26,2
12.28,9.27,2
153.59,5.12,1
7.71,11.21,2
22.73,11.29,2
219.42,7.44,1
0.0,0.0,0
124.39,5.23,1
9.65,8.09,2
0.0,0.0,0
0.0,0.0,0
247.37,5.29,1
0.0,0.0,0
274.72,7.29,1
23.24,8.07,2
185.74,5.88,1
15.11,10.25,2
0.0,0.0,0
0.0,0.0,0
37.96,9.46,2
248.6,7.05,1
0.0,0.0,0
0.0,0.0,0
5.27,10.0,2
32.48,8.9,2
24.0,11.56,2
0.0,0.0,0
0.0,0.0,0
212.2,5.67,1
247.42,7.24,1
230.32,6.59,1
0.0,0.0,0
91.93,6.45,1
31.77,11.55,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
145.71,6.26,1
113.53,7.53,1
160.27,6.09,1
141.32,7.87,1
0.0,0.0,0
186.78,5.88,1
77.63,6.51,1
209.65,7.71,1
17.5,11.21,2
43.01,10.44,2
104.97,7.29,1
76.41,6.29,1
1.89,8.78,2
257.95,5.12,1
72.24,5.61,1
0.0,0.0,0
19.77,11.45,2
75.22,5.91,1
35.14,9.12,2
167.06,7.34,1
0.0,0.0,0
2.4,9.03,2
140.36,7.68,1
207.95,5.96,1
17.78,9.33,2
250.65,5.8,1
0.0,0.0,0
43.7,11.31,2
26.87,9.36,2
0.0,0.0,0
30.13,10.01,2
8.24,8.75,2
1.94,10.38,2
138.53,6.52,1
16.38,10.46,2
0.0,0.0,0
0.0,0.0,0
12.2,11.05,2
0.0,0.0,0
0.0,0.0,0
98.87,7.65,1
0.0,0.0,0
35.82,11.64,2
0.0,0.0,0
239.93,6.63,1
0.0,0.0,0
228.79,7.33,1
145.52,6.63,1
243.16,6.9,1
121.76,6.68,1
0.0,0.0,0
214.99,6.64,1
15.78,9.04,2
1.21,10.81,2
179.51,5.35,1
1.7,10.92,2
19.52,8.8,2
0.0,0.0,0
8.42,8.62,2
0.0,0.0,0
46.47,10.98,2
0.0,0.0,0
0.0,0.0,0
27.88,8.29,2
0.0,0.0,0
0.0,0.0,0
205.77,6.72,1
0.0,0.0,0
165.95,6.66,1
245.37,7.07,1
0.0,0.0,0
10.17,8.94,2
17.35,10.44,2
0.0,0.0,0
26.02,9.41,2
95.68,6.92,1
16.98,8.69,2
0.0,0.0,0
43.91,9.97,2
36.21,9.38,2
22.01,10.64,2
156.87,6.98,1
43.23,10.29,2
0.0,0.0,0
272.68,7.79,1
44.7,11.5,2
2.1,10.3,2
73.12,5.09,1
89.64,5.91,1
0.0,0.0,0
11.1,11.29,2
3.39,9.53,2
24.18,11.63,2
27.47,9.23,2
0.0,0.0,0
46.04,9.35,2
159.27,6.0,1
0.0,0.0,0
135.1,6.86,1
131.46,6.0,1
252.72,7.96,1
0.0,0.0,0
256.26,6.85,1
131.4,6.62,1
274.9,5.56,1
0.0,0.0,0
109.8,7.53,1
38.49,9.34,2
248.59,6.81,1
0.0,0.0,0
171.21,6.55,1
10.91,10.36,2
3.53,10.93,2
8.91,8.78,2
142.56,6.99,1
11.49,10.04,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
48.27,10.73,2
103.81,7.23,1
14.76,8.02,2
14.1,11.09,2
215.09,7.86,1
0.0,0.0,0
0.0,0.0,0
231.3,7.5,1
48.73,8.75,2
36.16,8.6,2
206.95,7.29,1
40.68,9.16,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
215.61,5.04,1
17.93,10.93,2
143.72,6.86,1
0.0,0.0,0
19.37,10.18,2
260.56,5.62,1
46.26,11.95,2
38.32,10.13,2
141.71,6.72,1
0.0,0.0,0
281.62,5.85,1
22.74,9.42,2
210.75,6.66,1
32.86,8.25,2
226.87,7.93,1
24.92,11.84,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
21.53,9.42,2
63.37,5.07,1
249.48,6.25,1
261.59,5.79,1
29.4,8.34,2
0.0,0.0,0
101.22,7.41,1
189.07,5.23,1
48.47,9.87,2
0.0,0.0,0
0.0,0.0,0
82.83,5.7,1
32.47,8.31,2
4.94,9.55,2
188.61,5.05,1
18.43,9.63,2
33.08,8.79,2
0.0,0.0,0
23.46,10.49,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
28.34,11.48,2
0.0,0.0,0
0.0,0.0,0
9.34,11.41,2
179.09,7.66,1
0.0,0.0,0
78.08,7.23,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.15,8.68,2
1.89,10.7,2
0.0,0.0,0
265.18,6.85,1
28.38,8.47,2
0.0,0.0,0
231.82,7.74,1
23.73,9.3,2
47.34,10.84,2
137.85,6.42,1
0.0,0.0,0
0.0,0.0,0
198.93,7.76,1
0.0,0.0,0
4.84,9.07,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
174.28,5.0,1
112.41,7.43,1
62.29,7.26,1
245.61,6.31,1
19.47,10.02,2
210.54,7.89,1
0.0,0.0,0
96.39,7.75,1
0.0,0.0,0
239.84,5.83,1
36.15,10.49,2
68.96,5.86,1
0.0,0.0,0
291.05,5.66,1
0.0,0.0,0
0.0,0.0,0
30.38,9.48,2
0.0,0.0,0
229.41,5.46,1
290.84,5.19,1
266.86,7.79,1
40.05,8.94,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.5,11.96,2
134.6,7.43,1
49.1,10.66,2
24.37,9.25,2
9.49,11.96,2
0.0,0.0,0
102.84,5.76,1
192.38,7.47,1
0.0,0.0,0
0.0,0.0,0
232.9,6.63,1
25.71,11.49,2
25.53,11.53,2
103.72,7.88,1
68.92,7.42,1
227.94,6.62,1
169.63,7.68,1
247.6,7.39,1
0.0,0.0,0
138.33,7.25,1
0.0,0.0,0
34.99,11.07,2
0.0,0.0,0
0.0,0.0,0
14.3,8.5,2
0.0,0.0,0
15.49,11.02,2
37.67,9.45,2
9.48,9.66,2
6.24,9.6,2
15.23,8.49,2
287.75,6.55,1
48.83,9.01,2
0.0,0.0,0
0.0,0.0,0
4.7,11.46,2
0.0,0.0,0
113.76,6.61,1
151.38,6.38,1
247.94,5.69,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
248.43,6.97,1
234.32,6.69,1
229.82,6.27,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
151.11,5.61,1
5.9,10.24,2
0.0,0.0,0
11.87,9.49,2
29.34,10.11,2
0.0,0.0,0
17.64,11.34,2
0.0,0.0,0
0.0,0.0,0
49.1,11.25,2
0.0,0.0,0
61.29,7.26,1
34.68,8.49,2
16.57,8.93,2
0.0,0.0,0
0.0,0.0,0
9.97,10.42,2
0.0,0.0,0
14.69,10.7,2
141.13,7.2,1
134.56,6.83,1
22.44,10.75,2
39.45,11.69,2
0.0,0.0,0
64.3,7.95,1
255.98,7.86,1
31.11,10.55,2
49.33,9.94,2
47.96,10.11,2
165.4,7.17,1
0.0,0.0,0
97.38,7.88,1
0.0,0.0,0
0.0,0.0,0
193.95,5.16,1
0.0,0.0,0
93.14,7.08,1
169.91,6.25,1
0.0,0.0,0
2.09,10.36,2
28.45,9.03,2
0.0,0.0,0
23.04,10.12,2
224.69,7.94,1
0.0,0.0,0
143.76,6.44,1
5.72,8.62,2
0.0,0.0,0
0.73,10.39,2
248.25,7.48,1
0.0,0.0,0
25.11,9.34,2
3.92,10.21,2
210.16,6.61,1
210.1,6.89,1
0.0,0.0,0
0.0,0.0,0
43.19,9.91,2
150.12,7.24,1
113.74,6.03,1
5.03,10.92,2
0.0,0.0,0
47.31,8.86,2
0.0,0.0,0
40.29,11.13,2
28.93,10.77,2
0.0,0.0,0
137.06,6.87,1
292.09,7.53,1
0.0,0.0,0
31.59,8.35,2
255.98,7.29,1
0.0,0.0,0
76.56,7.94,1
12.14,10.73,2
130.23,7.96,1
23.85,8.63,2
8.02,9.25,2
40.7,11.06,2
0.0,0.0,0
21.99,8.9,2
87.43,6.72,1
0.0,0.0,0
0.0,0.0,0
4.38,10.66,2
44.41,8.43,2
291.12,7.31,1
194.76,6.16,1
125.05,7.18,1
21.31,9.3,2
237.56,7.9,1
44.98,9.31,2
17.56,9.9,2
227.99,5.28,1
45.94,8.12,2
0.0,0.0,0
0.0,0.0,0
10.46,8.43,2
28.41,11.1,2
135.29,5.28,1
0.0,0.0,0
206.17,5.56,1
5.83,8.37,2
0.0,0.0,0
27.13,11.78,2
120.65,5.08,1
290.53,6.02,1
37.58,11.66,2
0.0,0.0,0
163.22,5.25,1
288.62,6.17,1
0.0,0.0,0
0.0,0.0,0
8.58,10.94,2
145.94,7.65,1
0.0,0.0,0
91.56,5.55,1
37.73,8.44,2
117.06,6.97,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
234.93,5.01,1
116.41,6.38,1
20.17,8.7,2
275.72,6.62,1
286.86,6.13,1
0.0,0.0,0
21.71,11.33,2
163.15,5.76,1
0.0,0.0,0
208.96,5.43,1
293.45,5.88,1
60.99,6.58,1
0.0,0.0,0
9.83,10.58,2
0.0,0.0,0
34.37,11.55,2
235.49,6.32,1
0.0,0.0,0
31.92,11.8,2
0.0,0.0,0
0.0,0.0,0
258.41,5.68,1
79.11,5.23,1
22.24,8.89,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.94,8.94,2
0.0,0.0,0
32.42,10.76,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
157.11,6.64,1
154.74,7.38,1
193.29,5.5,1
0.0,0.0,0
8.62,9.71,2
0.0,0.0,0
245.87,6.3,1
0.0,0.0,0
128.25,5.62,1
0.0,0.0,0
35.16,8.89,2
30.03,10.39,2
19.41,9.4,2
0.0,0.0,0
227.21,7.15,1
6.59,9.38,2
224.73,5.55,1
226.57,5.28,1
34.87,8.13,2
4.59,10.74,2
286.39,7.39,1
0.0,0.0,0
31.53,11.3,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
14.49,8.67,2
25.71,8.15,2
49.53,10.7,2
217.35,6.66,1
83.65,7.27,1
95.29,6.42,1
160.65,7.8,1
299.86,6.21,1
30.34,11.83,2
16.68,8.22,2
82.72,6.07,1
0.0,0.0,0
11.78,10.14,2
13.68,8.83,2
0.0,0.0,0
13.65,10.97,2
0.0,0.0,0
0.0,0.0,0
141.74,7.19,1
31.35,10.07,2
228.59,6.41,1
0.0,0.0,0
244.3,6.67,1
116.34,7.53,1
45.54,8.86,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
165.42,7.66,1
0.0,0.0,0
16.24,10.59,2
20.27,11.31,2
0.0,0.0,0
264.13,6.13,1
7.57,9.63,2
26.45,10.72,2
85.03,5.59,1
