current,voltage,temperature,vibration,label
-13.21,11.81,38.93,0,1
-13.19,0.0,33.79,0,0
-13.27,14.95,34.85,0,2
-13.07,14.2,38.57,1,2
-13.03,13.08,34.64,1,2
-12.77,15.43,49.35,0,2
-13.89,0.0,30.52,0,0
-13.33,9.19,36.25,0,1
-13.72,0.0,30.82,0,0
-13.66,10.91,36.75,0,1
-12.76,15.56,31.29,0,2
-13.52,10.14,31.88,0,1
-13.94,0.0,33.64,0,0
-13.3,0.0,30.2,0,0
-13.77,10.89,37.68,0,1
-13.46,11.11,39.15,0,1
-13.12,0.0,34.25,0,0
-13.2,14.65,42.08,1,2
-13.56,0.0,32.01,0,0
-13.7,0.0,33.79,0,0
-12.51,13.94,46.33,0,2
-13.38,0.0,30.82,0,0
-12.73,13.63,36.93,0,2
-13.61,0.0,32.24,0,0
-13.63,0.0,33.9,0,0
-13.45,11.98,38.14,0,1
-13.47,0.0,32.37,0,0
-13.16,0.0,30.23,0,0
-13.54,11.1,39.53,0,1
-12.84,16.95,47.59,0,2
-13.04,0.0,30.13,0,0
-12.6,16.11,36.12,0,2
-13.72,10.11,31.79,0,1
-13.21,0.0,31.47,0,0
-12.84,17.96,38.76,1,2
-12.5,16.98,36.0,1,2
-13.64,0.0,32.29,0,0
-12.51,14.87,39.86,1,2
-13.13,0.0,33.83,0,0
-12.51,16.42,46.39,0,2
-13.74,9.87,33.89,0,1
-13.65,0.0,34.56,0,0
-13.19,0.0,34.68,0,0
-13.5,11.17,36.65,0,1
-13.47,0.0,34.48,0,0
-12.96,17.96,30.39,0,2
-13.44,10.73,32.48,0,1
-12.66,14.58,45.25,0,2
-13.45,9.1,38.61,0,1
-13.7,11.09,32.31,0,1
-13.63,9.51,37.43,0,1
-13.0,0.0,32.41,0,0
-13.35,11.34,31.92,0,1
-12.97,13.02,44.67,0,2
-12.65,17.33,35.7,0,2
-13.48,11.14,34.73,0,1
-13.91,0.0,32.11,0,0
-13.36,0.0,32.27,0,0
-13.05,0.0,30.35,0,0
-13.17,13.54,32.62,1,2
-13.27,0.0,32.89,0,0
-13.7,0.0,30.11,0,0
-12.62,14.2,36.43,0,2
-13.66,9.48,32.52,0,1
-13.49,11.37,32.04,0,1
-13.1,13.77,31.46,0,2
-13.39,11.57,36.78,0,1
-12.96,15.92,35.24,0,2
-13.36,10.67,33.53,0,1
-12.8,13.53,43.68,0,2
-13.4,0.0,33.21,0,0
-13.37,0.0,32.71,0,0
-13.8,0.0,33.48,0,0
-13.53,0.0,30.74,0,0
-13.65,10.96,30.93,0,1
-13.17,14.33,37.98,1,2
-13.15,0.0,31.58,0,0
-13.49,10.75,39.46,0,1
-13.41,11.14,32.38,0,1
-13.8,0.0,30.64,0,0
-13.25,10.48,38.65,0,1
-13.62,0.0,30.99,0,0
-12.94,13.37,45.97,0,2
-13.27,10.2,35.82,0,1
-13.48,0.0,31.3,0,0
-13.12,15.68,34.29,0,2
-13.05,0.0,32.27,0,0
-13.3,0.0,33.76,0,0
-13.21,17.93,47.97,1,2
-13.29,17.18,43.84,0,2
-12.84,17.91,45.69,0,2
-13.72,10.08,35.23,0,1
-13.35,10.6,34.95,0,1
-13.54,0.0,32.73,0,0
-12.89,13.63,41.02,1,2
-13.37,11.35,30.82,0,1
-12.87,14.54,32.05,1,2
-13.62,9.56,37.14,0,1
-13.43,11.68,39.56,0,1
-13.74,10.47,30.53,0,1
-13.5,9.66,34.46,0,1
-13.76,10.41,34.23,0,1
-13.96,0.0,31.67,0,0
-13.37,9.47,31.6,0,1
-13.73,0.0,33.86,0,0
-13.56,9.07,38.44,0,1
-13.51,11.17,39.3,0,1
-13.64,10.0,30.09,0,1
-12.9,13.64,30.22,1,2
-13.62,0.0,33.15,0,0
-13.13,0.0,31.35,0,0
-13.25,11.99,39.02,0,1
-13.25,13.95,33.81,1,2
-12.61,17.82,40.79,0,2
-13.51,0.0,34.96,0,0
-13.62,10.65,31.44,0,1
-13.51,0.0,33.51,0,0
-13.43,9.77,39.99,0,1
-13.82,0.0,34.65,0,0
-12.89,17.72,47.98,1,2
-13.29,0.0,31.53,0,0
-13.56,10.67,37.67,0,1
-13.61,0.0,31.9,0,0
-12.88,16.67,33.49,0,2
-13.66,11.61,39.73,0,1
-13.09,0.0,30.15,0,0
-13.66,0.0,33.95,0,0
-13.43,10.27,36.84,0,1
-13.74,0.0,34.39,0,0
-13.41,11.28,37.69,0,1
-13.29,17.85,43.08,0,2
-13.15,0.0,33.99,0,0
-13.17,13.02,30.94,0,2
-13.62,10.9,34.94,0,1
-13.46,0.0,32.61,0,0
-13.08,0.0,30.14,0,0
-13.56,9.37,38.9,0,1
-12.63,13.35,37.95,0,2
-13.02,15.18,47.19,0,2
-12.71,17.71,38.8,1,2
-12.76,16.03,41.88,1,2
-13.68,10.01,31.36,0,1
-12.85,13.25,38.28,1,2
-13.73,0.0,33.04,0,0
-13.22,11.23,31.25,0,1
-13.64,11.38,34.56,0,1
-13.78,10.78,39.43,0,1
-13.89,0.0,32.57,0,0
-13.44,0.0,31.53,0,0
-13.04,15.82,37.96,0,2
-13.61,0.0,31.97,0,0
-12.88,15.99,40.65,1,2
-13.5,10.91,34.84,0,1
-13.37,11.01,30.62,0,1
-13.29,13.87,43.68,1,2
-13.73,10.74,33.17,0,1
-13.42,11.44,32.62,0,1
-13.38,0.0,30.02,0,0
-13.07,0.0,31.36,0,0
-13.73,0.0,30.15,0,0
-13.16,17.77,45.96,1,2
-13.17,0.0,30.53,0,0
-13.48,9.67,39.49,0,1
-13.67,0.0,31.21,0,0
-13.39,9.27,36.53,0,1
-13.4,11.79,36.44,0,1
-13.63,0.0,32.75,0,0
-13.45,10.38,32.36,0,1
-13.61,9.96,32.5,0,1
-12.76,13.29,40.41,1,2
-13.75,10.43,38.07,0,1
-13.5,0.0,33.75,0,0
-13.95,0.0,30.39,0,0
-13.39,9.34,35.48,0,1
-13.44,11.07,39.69,0,1
-13.44,10.52,36.26,0,1
-12.62,17.41,48.81,1,2
-13.54,11.22,35.77,0,1
-12.65,14.57,43.86,0,2
-13.35,0.0,34.94,0,0
-13.66,10.19,33.54,0,1
-12.62,16.15,36.26,0,2
-13.36,0.0,34.49,0,0
-13.07,13.26,38.29,0,2
-13.57,0.0,30.81,0,0
-13.24,11.79,37.15,0,1
-13.64,11.46,34.4,0,1
-13.24,9.59,35.04,0,1
-13.08,0.0,34.45,0,0
-12.85,15.98,32.32,0,2
-13.21,17.01,38.09,1,2
-13.31,11.19,30.92,0,1
-13.28,10.62,32.6,0,1
-13.22,0.0,31.69,0,0
-13.28,11.11,38.02,0,1
-12.66,16.19,40.86,0,2
-12.72,13.25,39.52,0,2
-12.8,13.33,39.59,0,2
-13.11,17.77,38.25,1,2
-13.59,0.0,31.98,0,0
-12.68,13.55,43.09,0,2
-13.48,10.69,34.94,0,1
-12.72,14.56,38.55,1,2
-13.53,9.69,39.83,0,1
-13.74,10.77,38.74,0,1
-13.97,0.0,32.12,0,0
-13.35,10.89,36.11,0,1
-13.74,0.0,32.67,0,0
-13.11,14.3,33.53,0,2
-13.28,10.08,32.37,0,1
-13.03,17.01,40.69,0,2
-13.46,9.27,34.66,0,1
-12.92,16.67,31.58,1,2
-12.98,13.41,32.19,1,2
-13.05,16.03,43.53,0,2
-13.54,0.0,32.81,0,0
-12.95,17.54,31.95,1,2
-12.9,13.28,31.04,0,2
-13.17,0.0,32.99,0,0
-12.78,14.68,31.7,1,2
-12.59,16.58,46.3,0,2
-13.79,0.0,31.36,0,0
-13.71,9.94,33.3,0,1
-13.25,15.93,34.12,1,2
-12.67,16.95,43.22,1,2
-13.71,11.58,31.89,0,1
-13.24,15.44,42.75,1,2
-13.23,10.35,30.73,0,1
-12.97,17.7,44.5,0,2
-13.26,11.09,32.02,0,1
-12.91,16.6,47.33,1,2
-13.38,10.67,34.95,0,1
-13.74,11.14,39.81,0,1
-13.77,0.0,32.68,0,0
-13.2,0.0,30.85,0,0
-13.51,10.89,38.43,0,1
-12.83,17.4,44.73,0,2
-13.05,0.0,33.01,0,0
-13.39,11.94,31.99,0,1
-13.08,15.85,30.26,1,2
-12.78,16.79,43.84,1,2
-12.82,14.81,37.2,1,2
-13.25,13.52,31.14,0,2
-13.23,10.76,37.1,0,1
-13.03,0.0,32.22,0,0
-13.82,0.0,32.86,0,0
-14.0,0.0,34.87,0,0
-12.8,13.93,43.86,1,2
-12.61,13.9,40.15,1,2
-13.76,11.51,32.79,0,1
-13.91,0.0,31.48,0,0
-13.57,9.91,38.25,0,1
-13.12,0.0,34.49,0,0
-12.6,16.79,43.67,0,2
-13.26,11.0,31.38,0,1
-12.9,14.19,40.8,0,2
-13.17,0.0,34.24,0,0
-13.78,9.8,32.72,0,1
-12.6,15.73,35.08,0,2
-13.27,16.66,49.01,0,2
-13.51,0.0,33.45,0,0
-13.74,0.0,33.89,0,0
-12.77,15.84,48.8,0,2
-13.73,9.98,38.79,0,1
-13.13,0.0,33.88,0,0
-13.74,0.0,31.05,0,0
-13.53,10.79,36.38,0,1
-13.22,10.55,34.42,0,1
-13.57,9.1,35.98,0,1
-13.32,9.99,32.67,0,1
-12.57,13.14,44.13,1,2
-13.57,0.0,34.98,0,0
-13.57,11.32,33.31,0,1
-12.83,14.46,36.78,1,2
-12.57,17.14,45.64,0,2
-13.19,0.0,32.57,0,0
-13.05,0.0,32.6,0,0
-13.25,17.5,46.32,0,2
-13.19,0.0,31.24,0,0
-13.57,10.83,31.77,0,1
-12.5,15.46,48.6,0,2
-13.23,15.9,43.2,1,2
-13.59,10.8,32.2,0,1
-13.58,0.0,30.1,0,0
-12.74,17.56,36.9,0,2
-12.9,13.53,31.11,1,2
-13.61,10.58,31.52,0,1
-13.22,11.08,39.99,0,1
-13.47,10.51,38.23,0,1
-13.37,9.19,39.44,0,1
-13.96,0.0,33.51,0,0
-12.73,17.31,31.68,1,2
-13.61,10.03,33.77,0,1
-13.33,11.1,36.76,0,1
-13.49,0.0,34.03,0,0
-13.68,10.39,30.44,0,1
-13.31,9.59,36.27,0,1
-13.15,15.06,49.32,0,2
-13.26,15.99,46.92,0,2
-12.75,14.67,41.03,0,2
-13.12,0.0,33.47,0,0
-13.4,0.0,31.1,0,0
-12.62,14.99,40.95,1,2
-12.5,13.3,30.16,1,2
-13.55,11.92,30.59,0,1
-13.95,0.0,31.2,0,0
-12.85,14.03,36.85,1,2
-13.47,0.0,31.07,0,0
-13.31,10.19,38.11,0,1
-13.65,0.0,30.2,0,0
-13.88,0.0,31.32,0,0
-13.11,0.0,33.12,0,0
-13.09,15.89,37.49,0,2
-13.38,10.87,39.42,0,1
-13.52,0.0,30.12,0,0
-13.4,9.86,39.17,0,1
-13.71,9.92,39.34,0,1
-13.41,10.64,36.05,0,1
-13.5,11.22,37.7,0,1
-14.0,0.0,31.0,0,0
-13.49,0.0,33.32,0,0
-13.49,9.75,36.32,0,1
-13.76,11.71,37.01,0,1
-13.04,14.09,42.87,0,2
-13.55,10.18,30.94,0,1
-13.77,11.32,36.15,0,1
-12.84,16.99,39.95,0,2
-13.65,10.07,31.66,0,1
-13.65,0.0,33.72,0,0
-13.6,10.77,31.63,0,1
-13.77,10.6,31.56,0,1
-13.39,0.0,33.62,0,0
-12.7,15.1,30.9,0,2
-13.63,9.11,35.06,0,1
-13.82,0.0,32.26,0,0
-13.96,0.0,30.57,0,0
-13.24,0.0,33.25,0,0
-13.71,10.53,36.82,0,1
-12.59,16.14,37.38,0,2
-13.59,9.61,34.06,0,1
-13.65,0.0,33.16,0,0
-12.85,15.08,36.92,1,2
-13.29,10.38,35.79,0,1
-12.94,13.63,37.34,1,2
-13.69,9.38,36.17,0,1
-12.63,14.55,33.18,1,2
-13.09,15.34,40.14,1,2
-13.5,9.17,39.51,0,1
-13.78,0.0,32.81,0,0
-12.94,14.06,36.82,1,2
-12.76,13.75,40.55,1,2
-13.34,9.97,35.96,0,1
-13.46,0.0,30.23,0,0
-13.2,10.55,32.64,0,1
-13.6,10.43,31.15,0,1
-13.21,15.73,37.0,1,2
-13.31,10.44,31.43,0,1
-13.86,0.0,33.34,0,0
-13.76,9.68,32.54,0,1
-13.79,0.0,34.06,0,0
-12.55,16.33,48.77,1,2
-13.89,0.0,31.01,0,0
-13.51,11.8,39.29,0,1
-13.6,11.11,38.36,0,1
-13.53,10.63,36.18,0,1
-13.69,0.0,33.56,0,0
-13.31,0.0,31.64,0,0
-13.72,0.0,31.24,0,0
-13.67,10.37,39.59,0,1
-13.66,10.37,30.49,0,1
-12.95,16.09,39.99,1,2
-13.25,0.0,31.3,0,0
-12.98,14.46,39.89,1,2
-13.64,11.97,33.64,0,1
-13.24,10.87,37.33,0,1
-13.69,9.67,32.29,0,1
-13.07,0.0,33.9,0,0
-12.53,13.01,37.15,1,2
-13.12,0.0,30.09,0,0
-13.01,13.2,43.21,0,2
-13.43,11.53,37.25,0,1
-12.81,17.3,34.94,0,2
-13.5,0.0,34.99,0,0
-13.61,10.88,37.28,0,1
-13.66,0.0,30.35,0,0
-13.48,11.92,31.56,0,1
-12.67,17.74,46.59,1,2
-12.76,15.04,30.66,1,2
-13.44,10.99,33.73,0,1
-13.78,0.0,33.92,0,0
-13.74,10.04,31.12,0,1
-13.52,10.83,30.58,0,1
-13.51,0.0,33.45,0,0
-13.72,11.18,35.59,0,1
-13.44,0.0,33.49,0,0
-13.94,0.0,33.49,0,0
-13.07,0.0,32.47,0,0
-13.25,0.0,33.09,0,0
-13.23,17.16,46.21,0,2
-13.14,0.0,34.96,0,0
-13.85,0.0,31.03,0,0
-13.46,0.0,34.23,0,0
-13.71,0.0,32.46,0,0
-13.53,9.97,32.54,0,1
-13.11,14.7,37.76,0,2
-12.91,17.56,41.4,0,2
-13.75,0.0,34.25,0,0
-13.12,0.0,30.1,0,0
-13.22,11.46,30.52,0,1
-12.91,17.47,44.5,1,2
-12.78,17.8,48.55,0,2
-13.67,0.0,31.99,0,0
-13.78,10.74,34.34,0,1
-13.2,11.91,32.71,0,1
-12.66,13.41,41.89,1,2
-13.74,9.2,37.01,0,1
-13.65,9.15,30.63,0,1
-13.69,0.0,31.73,0,0
-13.42,9.32,30.53,0,1
-13.68,11.24,39.63,0,1
-13.25,0.0,31.13,0,0
-12.91,16.75,30.9,0,2
-13.67,10.52,36.45,0,1
-13.3,9.7,35.52,0,1
-12.59,16.4,35.38,0,2
-13.63,11.33,31.85,0,1
-13.21,11.39,39.43,0,1
-13.87,0.0,34.15,0,0
-13.17,15.21,37.02,1,2
-12.89,17.55,41.43,0,2
-13.59,10.18,31.97,0,1
-13.94,0.0,32.62,0,0
-12.59,16.06,48.77,0,2
-13.66,0.0,34.99,0,0
-13.22,17.35,42.02,0,2
-13.23,14.04,42.02,0,2
-13.51,9.37,38.43,0,1
-12.95,16.16,37.94,1,2
-13.5,0.0,34.06,0,0
-13.92,0.0,34.62,0,0
-13.63,0.0,33.01,0,0
-13.38,10.59,30.93,0,1
-13.55,9.46,36.88,0,1
-13.44,10.88,33.12,0,1
-12.62,15.13,47.36,0,2
-12.93,13.73,35.92,0,2
-13.2,0.0,30.24,0,0
-13.2,0.0,34.83,0,0
-13.49,0.0,33.97,0,0
-12.99,15.73,32.54,1,2
-13.63,11.65,33.46,0,1
-13.44,11.93,34.28,0,1
-13.38,0.0,33.94,0,0
-13.07,16.72,36.73,1,2
-13.2,0.0,32.39,0,0
-13.44,0.0,30.16,0,0
-13.48,10.17,30.21,0,1
-13.5,11.04,36.1,0,1
-13.88,0.0,31.67,0,0
-13.68,9.35,35.3,0,1
-13.48,11.3,39.3,0,1
-13.83,0.0,34.81,0,0
-13.26,16.96,44.69,1,2
-12.63,13.55,30.06,0,2
-13.53,11.29,35.77,0,1
-13.28,0.0,32.67,0,0
-13.28,13.49,39.69,1,2
-13.69,9.89,38.91,0,1
-13.3,9.96,33.54,0,1
-13.69,9.47,39.02,0,1
-12.65,17.6,44.15,0,2
-12.66,16.5,31.61,0,2
-13.43,11.29,30.75,0,1
-12.95,16.53,32.51,1,2
-12.9,15.24,36.84,1,2
-13.03,14.08,33.88,1,2
-12.88,14.93,39.54,0,2
-13.41,10.76,37.81,0,1
-13.29,9.54,33.33,0,1
-13.22,10.75,32.95,0,1
-13.59,0.0,30.47,0,0
-13.44,9.54,31.71,0,1
-12.79,17.87,31.53,1,2
-13.37,9.8,39.54,0,1
-13.04,0.0,34.12,0,0
-12.54,16.65,30.38,0,2
-13.23,10.85,33.99,0,1
-13.51,9.55,34.45,0,1
-13.16,17.44,48.07,1,2
-13.04,14.87,45.73,0,2
-13.52,9.92,39.43,0,1
-12.66,13.31,30.71,0,2
-13.22,11.01,33.74,0,1
-13.56,10.28,31.47,0,1
-12.53,16.65,32.48,1,2
-13.26,9.38,30.68,0,1
-12.68,16.17,34.21,0,2
-13.29,10.22,30.62,0,1
-13.22,11.31,35.79,0,1
-13.45,9.84,33.42,0,1
-13.11,0.0,33.41,0,0
-12.91,14.17,40.81,1,2
-13.74,10.36,30.67,0,1
-13.44,9.78,36.87,0,1
-13.91,0.0,31.47,0,0
-12.54,13.28,34.11,0,2
-13.28,0.0,34.74,0,0
-13.11,15.03,35.22,1,2
-13.66,0.0,31.47,0,0
-13.67,9.34,30.6,0,1
-12.54,13.2,34.92,0,2
-13.14,0.0,33.53,0,0
-13.01,0.0,31.39,0,0
-13.21,0.0,33.76,0,0
-13.39,11.49,36.96,0,1
-13.66,9.4,32.75,0,1
-12.68,14.37,44.32,1,2
-13.68,0.0,33.26,0,0
-13.71,0.0,32.12,0,0
-13.49,0.0,33.86,0,0
-13.15,13.56,40.0,1,2
-13.4,0.0,34.64,0,0
-13.29,0.0,30.96,0,0
-13.08,14.07,34.89,0,2
-13.7,0.0,31.82,0,0
-13.39,11.25,39.82,0,1
-13.19,14.33,32.93,1,2
-13.24,11.24,34.11,0,1
-13.35,0.0,34.49,0,0
-13.06,0.0,34.45,0,0
-13.14,0.0,31.28,0,0
-12.75,15.17,47.23,1,2
-12.98,17.0,32.31,0,2
-13.21,9.84,36.21,0,1
-12.94,13.62,44.11,1,2
-13.38,11.31,37.24,0,1
-12.94,16.89,34.53,1,2
-13.43,0.0,32.41,0,0
-13.68,10.86,34.17,0,1
-13.72,11.26,33.13,0,1
-13.07,13.25,31.89,0,2
-13.27,11.39,31.62,0,1
-13.71,11.24,38.73,0,1
-13.53,9.64,35.16,0,1
-13.68,9.9,36.4,0,1
-12.59,17.66,44.87,1,2
-13.87,0.0,34.98,0,0
-13.69,11.46,31.92,0,1
-13.11,0.0,33.15,0,0
-13.34,9.78,33.48,0,1
-13.54,10.81,33.46,0,1
-13.21,15.09,30.15,1,2
-13.3,0.0,32.66,0,0
-13.28,0.0,31.99,0,0
-12.56,17.9,49.4,0,2
-13.66,0.0,34.56,0,0
-13.21,9.3,36.42,0,1
-13.67,0.0,34.97,0,0
-13.32,10.02,35.97,0,1
-13.75,9.93,35.23,0,1
-13.45,0.0,32.2,0,0
-13.88,0.0,33.21,0,0
-13.17,14.15,38.62,0,2
-13.56,10.76,38.24,0,1
-13.72,0.0,31.88,0,0
-12.56,13.9,43.92,0,2
-13.26,0.0,31.72,0,0
-13.79,10.09,35.02,0,1
-12.88,16.97,38.19,1,2
-13.62,0.0,34.44,0,0
-13.58,0.0,34.63,0,0
-13.74,11.62,34.36,0,1
-13.77,11.31,32.47,0,1
-13.22,0.0,34.33,0,0
-13.11,14.61,38.1,1,2
-12.8,14.97,46.86,0,2
-13.05,15.08,39.54,1,2
-13.36,11.41,38.87,0,1
-13.16,16.78,35.79,0,2
-13.37,0.0,30.41,0,0
-13.4,9.89,34.35,0,1
-13.76,9.82,30.04,0,1
-13.08,0.0,31.66,0,0
-13.3,14.24,32.37,0,2
-13.82,0.0,32.64,0,0
-13.17,16.35,39.79,0,2
-13.21,11.62,35.58,0,1
-13.44,0.0,34.38,0,0
-12.95,14.4,35.45,1,2
-12.81,15.76,36.55,1,2
-13.22,9.47,35.86,0,1
-13.63,11.52,34.69,0,1
-13.02,15.07,44.04,1,2
-13.36,9.32,34.18,0,1
-13.07,14.0,46.0,0,2
-13.26,16.74,30.55,1,2
-13.98,0.0,33.42,0,0
-12.88,17.4,43.53,1,2
-13.29,0.0,30.45,0,0
-13.04,16.25,44.43,1,2
-13.18,0.0,34.46,0,0
-12.84,15.25,35.96,1,2
-13.75,10.91,30.03,0,1
-13.59,11.35,32.66,0,1
-13.75,10.13,38.26,0,1
-13.54,11.83,37.26,0,1
-13.96,0.0,30.86,0,0
-13.04,0.0,32.34,0,0
-13.58,0.0,34.16,0,0
-13.32,0.0,32.94,0,0
-13.48,9.97,36.49,0,1
-12.78,17.7,47.61,0,2
-13.09,13.27,45.23,0,2
-13.31,9.79,33.31,0,1
-13.21,0.0,32.67,0,0
-13.38,11.98,33.76,0,1
-13.68,9.9,38.31,0,1
-13.71,10.44,36.86,0,1
-13.72,0.0,33.66,0,0
-13.58,0.0,30.07,0,0
-12.96,13.23,45.84,1,2
-12.71,14.23,43.22,1,2
-13.36,0.0,34.77,0,0
-13.03,0.0,30.27,0,0
-12.82,13.61,36.85,0,2
-13.3,14.99,46.69,1,2
-13.85,0.0,31.99,0,0
-13.23,0.0,32.27,0,0
-13.91,0.0,30.25,0,0
-13.54,9.93,31.23,0,1
-13.39,9.1,31.68,0,1
-13.38,0.0,32.97,0,0
-13.09,0.0,34.46,0,0
-13.74,0.0,34.65,0,0
-13.22,0.0,33.4,0,0
-13.74,0.0,31.42,0,0
-13.32,10.63,34.27,0,1
-12.57,15.72,48.14,0,2
-13.09,14.0,48.82,1,2
-13.29,0.0,30.67,0,0
-12.98,15.49,42.65,1,2
-13.79,0.0,34.79,0,0
-13.68,0.0,33.59,0,0
-13.32,10.79,33.02,0,1
-13.76,0.0,34.3,0,0
-13.46,11.63,35.54,0,1
-12.62,15.6,39.79,1,2
-13.34,0.0,34.25,0,0
-12.88,15.22,34.25,1,2
-13.7,9.75,32.95,0,1
-13.38,0.0,33.38,0,0
-13.12,0.0,33.93,0,0
-12.55,17.73,42.49,0,2
-13.21,10.56,30.33,0,1
-13.34,0.0,30.42,0,0
-13.32,0.0,34.99,0,0
-12.87,15.62,40.91,1,2
-13.46,11.52,35.33,0,1
-12.6,15.72,43.56,0,2
-13.37,0.0,30.23,0,0
-12.6,13.49,46.88,1,2
-13.53,0.0,31.15,0,0
-13.06,17.69,47.15,1,2
-13.71,11.49,38.03,0,1
-13.33,11.02,38.59,0,1
-13.78,10.56,37.27,0,1
-13.28,9.8,39.21,0,1
-12.66,16.91,39.89,0,2
-13.72,0.0,33.4,0,0
-13.4,0.0,33.71,0,0
-12.91,13.46,43.52,1,2
-13.29,10.77,37.95,0,1
-13.69,11.54,32.67,0,1
-13.22,14.31,47.13,1,2
-13.17,14.23,35.3,1,2
-13.7,0.0,31.58,0,0
-13.75,11.44,30.22,0,1
-13.98,0.0,32.93,0,0
-13.43,9.58,30.32,0,1
-13.08,15.4,30.94,0,2
-13.37,0.0,30.53,0,0
-13.13,0.0,31.95,0,0
-13.78,10.93,38.91,0,1
-13.9,0.0,32.23,0,0
-12.76,17.64,36.95,1,2
-12.9,14.25,31.36,1,2
-13.46,0.0,33.96,0,0
-13.61,11.95,33.44,0,1
-13.15,0.0,30.42,0,0
-13.33,11.03,36.08,0,1
-13.75,0.0,33.33,0,0
-12.58,16.65,39.44,1,2
-13.64,10.32,38.26,0,1
-13.32,10.6,39.96,0,1
-13.28,0.0,31.3,0,0
-13.37,0.0,30.37,0,0
-13.6,10.79,33.15,0,1
-13.29,14.59,32.06,1,2
-13.45,0.0,34.11,0,0
-13.5,11.75,34.51,0,1
-13.71,11.07,38.02,0,1
-13.22,17.23,35.62,1,2
-12.93,16.92,41.15,0,2
-13.25,17.02,30.14,1,2
-13.6,10.76,30.99,0,1
-13.07,0.0,31.25,0,0
-13.3,11.46,38.56,0,1
-13.21,11.61,37.65,0,1
-12.67,15.83,35.12,0,2
-12.88,14.76,30.97,0,2
-13.39,0.0,34.52,0,0
-13.18,0.0,30.59,0,0
-13.23,10.53,33.5,0,1
-12.79,14.44,43.24,0,2
-13.24,0.0,33.36,0,0
-13.52,11.71,35.42,0,1
-13.13,17.43,45.86,1,2
-13.25,10.53,34.37,0,1
-13.28,10.58,36.22,0,1
-12.69,13.99,44.85,1,2
-13.73,0.0,34.6,0,0
-13.25,0.0,30.64,0,0
-13.64,10.55,38.66,0,1
-13.88,0.0,31.01,0,0
-13.9,0.0,32.67,0,0
-12.76,14.23,43.38,0,2
-12.82,14.63,33.97,1,2
-13.27,16.4,43.0,1,2
-13.65,11.98,39.61,0,1
-12.94,14.65,45.62,0,2
-13.12,13.63,31.29,0,2
-13.08,13.17,42.61,0,2
-12.93,15.97,45.92,0,2
-13.84,0.0,33.53,0,0
-13.06,0.0,34.33,0,0
-13.32,10.5,36.32,0,1
-13.28,0.0,33.69,0,0
-13.2,13.07,41.51,0,2
-13.19,0.0,30.97,0,0
-13.94,0.0,31.47,0,0
-13.89,0.0,31.83,0,0
-13.19,16.28,42.88,1,2
-13.2,17.73,37.5,1,2
-13.2,0.0,34.41,0,0
-13.66,10.57,37.92,0,1
-13.73,10.96,36.45,0,1
-13.4,9.48,31.93,0,1
-13.12,13.04,42.36,0,2
-13.69,9.77,32.56,0,1
-13.76,0.0,33.17,0,0
-12.61,16.69,37.59,1,2
-12.63,16.97,44.44,1,2
-13.1,0.0,32.27,0,0
-12.8,14.9,32.87,1,2
-13.35,11.58,33.45,0,1
-13.21,0.0,30.28,0,0
-13.2,9.46,31.08,0,1
-12.94,17.77,46.05,1,2
-12.99,17.37,40.43,0,2
-13.66,0.0,34.77,0,0
-12.69,13.34,40.32,1,2
-13.36,0.0,31.37,0,0
-13.21,0.0,31.74,0,0
-13.73,9.83,34.1,0,1
-13.91,0.0,33.51,0,0
-13.72,10.17,39.36,0,1
-13.34,9.08,32.22,0,1
-13.42,10.28,32.86,0,1
-13.35,0.0,34.97,0,0
-13.48,0.0,34.71,0,0
-13.03,15.66,41.77,0,2
-13.22,11.41,37.38,0,1
-13.08,16.29,38.6,0,2
-12.59,14.76,30.52,0,2
-13.1,14.46,31.29,0,2
-12.63,17.14,41.05,0,2
-13.28,0.0,30.85,0,0
-12.63,13.73,42.14,1,2
-13.56,0.0,32.97,0,0
-13.46,10.61,33.71,0,1
-13.45,10.17,35.09,0,1
-12.99,16.41,45.71,0,2
-12.92,17.47,35.38,1,2
-13.4,0.0,34.82,0,0
-13.18,14.6,44.07,1,2
-13.57,9.57,39.57,0,1
-13.14,13.54,34.79,1,2
-13.41,11.38,38.91,0,1
-13.04,0.0,30.26,0,0
-13.16,0.0,30.69,0,0
-13.36,9.15,30.64,0,1
-13.66,0.0,34.55,0,0
-13.39,11.68,39.78,0,1
-13.03,0.0,31.52,0,0
-13.01,0.0,31.11,0,0
-12.8,13.82,30.88,0,2
-13.3,0.0,30.33,0,0
-13.76,9.88,38.94,0,1
-13.07,15.23,38.62,1,2
-12.59,17.66,41.12,0,2
-13.03,14.61,43.87,1,2
-13.53,9.9,38.16,0,1
-13.22,0.0,31.76,0,0
-13.07,0.0,34.13,0,0
-13.42,10.82,37.03,0,1
-13.56,11.78,33.08,0,1
-13.05,0.0,30.57,0,0
-13.1,0.0,32.65,0,0
-13.89,0.0,34.79,0,0
-13.23,15.44,33.52,0,2
-13.63,11.56,35.93,0,1
-13.08,0.0,32.57,0,0
-13.26,14.61,30.0,1,2
-13.16,0.0,34.09,0,0
-13.6,0.0,30.56,0,0
-12.72,13.27,35.25,1,2
-13.48,10.12,36.46,0,1
-13.91,0.0,30.17,0,0
-13.55,10.12,35.44,0,1
-13.37,0.0,31.98,0,0
-13.71,9.91,33.63,0,1
-13.65,11.78,35.07,0,1
