temp,voltage,label
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.68,2.5,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.61,2.83,1
27.0,4.0,2
27.0,4.0,2
25.4,2.33,1
27.0,4.0,2
27.0,4.0,2
25.03,2.16,1
27.0,4.0,2
25.72,2.5,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.81,2.98,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.45,2.85,1
27.0,4.0,2
27.0,4.0,2
25.62,2.3,1
27.0,4.0,2
27.0,4.0,2
25.66,2.83,1
25.53,2.29,1
25.19,2.89,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.87,2.52,1
25.27,2.62,1
0.0,0.0,0
0.0,0.0,0
25.82,2.46,1
25.26,2.01,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.94,2.31,1
25.91,2.34,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.62,2.08,1
25.61,2.87,1
25.99,2.43,1
25.6,2.51,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.8,2.87,1
0.0,0.0,0
25.22,2.33,1
27.0,4.0,2
25.93,2.91,1
25.82,2.37,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.76,2.25,1
25.91,2.15,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.99,2.9,1
0.0,0.0,0
25.96,2.76,1
25.07,2.37,1
25.65,2.62,1
25.3,2.89,1
25.44,2.68,1
0.0,0.0,0
25.09,2.79,1
27.0,4.0,2
25.16,2.62,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.97,2.7,1
27.0,4.0,2
25.88,2.35,1
25.16,2.57,1
25.23,2.9,1
27.0,4.0,2
25.21,2.16,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.63,2.52,1
25.32,2.13,1
27.0,4.0,2
27.0,4.0,2
25.57,2.5,1
25.92,2.35,1
25.45,2.94,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.76,2.08,1
25.96,2.58,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.25,2.07,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.01,2.29,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.81,2.53,1
25.19,2.68,1
25.33,2.61,1
0.0,0.0,0
25.29,2.13,1
25.38,2.97,1
27.0,4.0,2
0.0,0.0,0
25.88,2.83,1
27.0,4.0,2
25.14,2.16,1
25.97,2.67,1
27.0,4.0,2
25.85,2.94,1
0.0,0.0,0
25.44,2.73,1
25.25,2.03,1
25.33,2.84,1
25.24,2.2,1
25.22,2.62,1
0.0,0.0,0
27.0,4.0,2
25.08,2.5,1
25.74,2.18,1
25.52,2.54,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.82,2.52,1
27.0,4.0,2
25.12,2.59,1
25.7,2.52,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.09,2.43,1
0.0,0.0,0
0.0,0.0,0
25.82,2.44,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.85,2.06,1
0.0,0.0,0
0.0,0.0,0
25.8,2.89,1
27.0,4.0,2
25.19,2.49,1
25.55,2.72,1
25.44,2.45,1
0.0,0.0,0
25.21,2.53,1
27.0,4.0,2
25.65,2.51,1
25.09,2.84,1
25.03,2.81,1
27.0,4.0,2
25.87,2.17,1
0.0,0.0,0
27.0,4.0,2
25.41,2.93,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.43,2.86,1
0.0,0.0,0
0.0,0.0,0
25.53,2.59,1
25.59,2.03,1
25.24,2.99,1
0.0,0.0,0
25.17,2.66,1
25.49,2.01,1
0.0,0.0,0
0.0,0.0,0
25.65,2.23,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.51,2.3,1
25.63,2.53,1
27.0,4.0,2
27.0,4.0,2
25.33,2.61,1
27.0,4.0,2
0.0,0.0,0
25.01,2.28,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.36,2.59,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.6,2.58,1
0.0,0.0,0
27.0,4.0,2
25.63,2.65,1
0.0,0.0,0
27.0,4.0,2
25.37,2.16,1
0.0,0.0,0
25.52,2.03,1
27.0,4.0,2
25.88,2.88,1
0.0,0.0,0
25.11,2.64,1
0.0,0.0,0
25.76,2.32,1
25.15,2.68,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.15,2.05,1
27.0,4.0,2
0.0,0.0,0
25.25,2.08,1
25.56,2.73,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.96,2.36,1
25.2,2.87,1
25.24,2.54,1
27.0,4.0,2
25.4,2.23,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.41,2.0,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.82,2.46,1
25.41,2.1,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.47,2.36,1
27.0,4.0,2
25.98,2.76,1
25.56,2.3,1
27.0,4.0,2
0.0,0.0,0
25.34,2.32,1
25.57,2.01,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.21,2.19,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.36,2.97,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.8,2.32,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.35,2.29,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.35,2.57,1
25.24,2.26,1
0.0,0.0,0
0.0,0.0,0
25.4,2.65,1
25.87,2.44,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.33,2.06,1
27.0,4.0,2
25.03,2.21,1
0.0,0.0,0
25.91,2.5,1
27.0,4.0,2
25.94,2.91,1
27.0,4.0,2
25.4,2.32,1
25.02,2.55,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.81,2.26,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.78,2.64,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.24,2.98,1
0.0,0.0,0
0.0,0.0,0
25.62,2.94,1
0.0,0.0,0
25.55,2.26,1
27.0,4.0,2
25.41,2.87,1
27.0,4.0,2
27.0,4.0,2
25.18,2.08,1
25.73,2.78,1
27.0,4.0,2
27.0,4.0,2
25.87,2.18,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.94,2.74,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.69,2.01,1
25.96,2.14,1
27.0,4.0,2
25.56,2.76,1
27.0,4.0,2
25.18,2.09,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.43,2.65,1
27.0,4.0,2
25.69,2.97,1
25.29,2.65,1
0.0,0.0,0
25.81,2.95,1
0.0,0.0,0
25.65,2.02,1
25.44,2.75,1
25.06,2.52,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.46,2.27,1
27.0,4.0,2
0.0,0.0,0
25.52,2.59,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.54,2.95,1
27.0,4.0,2
25.09,2.07,1
25.1,2.55,1
25.71,2.27,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.59,2.24,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.16,2.23,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.18,2.89,1
0.0,0.0,0
25.59,2.33,1
25.21,2.48,1
27.0,4.0,2
25.98,2.89,1
25.58,2.29,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.05,2.43,1
25.07,2.99,1
0.0,0.0,0
25.38,2.17,1
25.07,2.16,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.64,2.07,1
0.0,0.0,0
25.67,2.71,1
0.0,0.0,0
25.09,2.12,1
27.0,4.0,2
25.72,2.54,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.51,2.44,1
0.0,0.0,0
25.37,2.78,1
25.31,2.29,1
27.0,4.0,2
25.94,2.49,1
25.5,2.9,1
27.0,4.0,2
25.97,2.59,1
0.0,0.0,0
25.44,2.13,1
0.0,0.0,0
25.95,2.06,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.8,2.22,1
0.0,0.0,0
25.78,2.34,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.14,2.65,1
0.0,0.0,0
25.35,2.59,1
27.0,4.0,2
25.22,2.22,1
27.0,4.0,2
25.49,2.56,1
27.0,4.0,2
25.24,2.84,1
27.0,4.0,2
0.0,0.0,0
25.25,2.18,1
25.3,2.43,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.62,2.38,1
27.0,4.0,2
25.03,2.91,1
25.86,2.66,1
25.71,2.81,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.69,2.4,1
25.17,2.12,1
27.0,4.0,2
27.0,4.0,2
25.59,2.83,1
0.0,0.0,0
27.0,4.0,2
25.88,2.99,1
25.24,2.38,1
27.0,4.0,2
25.09,2.36,1
27.0,4.0,2
25.21,2.93,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.76,2.95,1
0.0,0.0,0
25.03,2.73,1
27.0,4.0,2
25.87,2.32,1
25.68,2.06,1
0.0,0.0,0
25.45,2.67,1
25.37,2.04,1
27.0,4.0,2
0.0,0.0,0
25.18,2.82,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.4,2.12,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.55,2.52,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.78,2.0,1
25.53,2.02,1
27.0,4.0,2
25.78,2.8,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.14,2.93,1
25.4,2.16,1
25.6,2.5,1
0.0,0.0,0
27.0,4.0,2
25.97,2.59,1
0.0,0.0,0
27.0,4.0,2
25.03,2.15,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.55,2.66,1
0.0,0.0,0
25.84,2.44,1
25.8,2.59,1
0.0,0.0,0
27.0,4.0,2
25.78,2.78,1
0.0,0.0,0
27.0,4.0,2
25.16,2.97,1
0.0,0.0,0
25.36,2.16,1
27.0,4.0,2
25.79,2.49,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.7,2.33,1
25.43,2.08,1
25.33,2.33,1
0.0,0.0,0
25.27,2.78,1
25.17,2.64,1
25.86,2.94,1
27.0,4.0,2
25.17,2.15,1
25.26,2.79,1
0.0,0.0,0
25.11,2.09,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.32,2.39,1
25.63,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.82,2.08,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.82,2.41,1
25.96,2.38,1
27.0,4.0,2
25.78,2.17,1
0.0,0.0,0
27.0,4.0,2
25.48,2.94,1
25.03,2.78,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.59,2.76,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.44,2.4,1
25.82,2.95,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.46,2.1,1
0.0,0.0,0
25.62,2.42,1
27.0,4.0,2
25.95,2.89,1
0.0,0.0,0
25.31,2.96,1
27.0,4.0,2
27.0,4.0,2
25.56,2.34,1
27.0,4.0,2
0.0,0.0,0
25.53,2.45,1
27.0,4.0,2
0.0,0.0,0
25.3,2.53,1
25.71,2.73,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.95,2.35,1
0.0,0.0,0
25.69,2.53,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.88,2.7,1
27.0,4.0,2
25.68,2.94,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.12,2.67,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.53,2.81,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.09,2.34,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.37,2.62,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.79,2.87,1
25.83,2.5,1
0.0,0.0,0
0.0,0.0,0
25.59,2.39,1
25.44,2.9,1
0.0,0.0,0
25.93,2.51,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.04,2.77,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.67,2.27,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.9,2.97,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.26,2.63,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.44,2.87,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.36,2.29,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.78,2.64,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.86,2.02,1
25.54,2.32,1
27.0,4.0,2
25.27,2.23,1
25.26,2.13,1
27.0,4.0,2
0.0,0.0,0
25.8,2.44,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.49,2.08,1
25.35,2.47,1
0.0,0.0,0
25.95,2.6,1
0.0,0.0,0
25.2,2.05,1
25.55,2.7,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.73,2.45,1
25.95,2.96,1
25.67,2.67,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.45,2.17,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.28,2.55,1
25.66,2.19,1
25.13,2.73,1
25.43,2.61,1
0.0,0.0,0
25.26,2.0,1
0.0,0.0,0
25.03,2.14,1
25.21,2.41,1
25.76,2.59,1
0.0,0.0,0
25.79,2.75,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.07,2.01,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.02,2.28,1
25.06,2.24,1
27.0,4.0,2
0.0,0.0,0
25.96,2.14,1
27.0,4.0,2
25.33,2.25,1
0.0,0.0,0
27.0,4.0,2
25.29,2.71,1
0.0,0.0,0
25.98,2.21,1
27.0,4.0,2
25.11,2.07,1
25.01,2.16,1
27.0,4.0,2
0.0,0.0,0
26.0,2.3,1
0.0,0.0,0
27.0,4.0,2
25.51,2.73,1
25.55,2.84,1
0.0,0.0,0
25.11,2.08,1
25.56,2.84,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.29,2.2,1
25.87,2.08,1
27.0,4.0,2
27.0,4.0,2
25.1,2.49,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.41,2.19,1
25.08,2.9,1
25.14,2.88,1
25.01,2.02,1
25.86,2.98,1
0.0,0.0,0
25.55,2.41,1
25.5,2.69,1
25.36,2.62,1
25.55,2.86,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.17,2.56,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.94,2.62,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.31,2.98,1
0.0,0.0,0
25.27,2.12,1
0.0,0.0,0
0.0,0.0,0
25.79,2.77,1
27.0,4.0,2
25.08,2.57,1
25.2,2.57,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.37,2.46,1
25.76,2.26,1
0.0,0.0,0
25.01,2.21,1
25.19,2.09,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.97,2.64,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.17,2.79,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.42,2.98,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.11,2.3,1
25.03,2.86,1
25.49,2.53,1
0.0,0.0,0
25.92,2.96,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.21,2.03,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.61,2.29,1
27.0,4.0,2
25.85,2.42,1
25.77,2.47,1
27.0,4.0,2
25.73,2.32,1
0.0,0.0,0
25.78,2.43,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.72,2.32,1
0.0,0.0,0
27.0,4.0,2
25.77,2.84,1
0.0,0.0,0
25.06,2.4,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.58,2.23,1
25.69,2.78,1
25.84,2.28,1
25.64,2.48,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.64,2.13,1
27.0,4.0,2
25.7,2.53,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.43,2.74,1
25.34,2.8,1
25.49,2.77,1
27.0,4.0,2
27.0,4.0,2
25.99,2.91,1
0.0,0.0,0
25.8,2.46,1
27.0,4.0,2
25.3,2.19,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.38,2.68,1
25.9,2.49,1
27.0,4.0,2
25.11,2.66,1
27.0,4.0,2
25.88,2.87,1
25.33,2.92,1
25.62,2.82,1
27.0,4.0,2
25.56,2.9,1
0.0,0.0,0
25.09,2.29,1
25.45,2.73,1
0.0,0.0,0
25.85,2.93,1
27.0,4.0,2
25.88,2.28,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.67,2.16,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.1,2.25,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.65,2.15,1
25.57,2.87,1
25.39,2.61,1
27.0,4.0,2
27.0,4.0,2
25.77,2.73,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.97,2.34,1
0.0,0.0,0
27.0,4.0,2
25.45,2.52,1
0.0,0.0,0
25.43,2.35,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.27,2.52,1
27.0,4.0,2
0.0,0.0,0
25.46,2.1,1
25.79,2.85,1
0.0,0.0,0
27.0,4.0,2
25.35,2.94,1
25.37,2.53,1
0.0,0.0,0
0.0,0.0,0
25.68,2.89,1
27.0,4.0,2
25.18,2.11,1
0.0,0.0,0
25.63,2.02,1
25.81,2.29,1
25.79,2.32,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.07,2.76,1
25.64,2.96,1
27.0,4.0,2
0.0,0.0,0
25.58,2.1,1
0.0,0.0,0
0.0,0.0,0
25.88,2.51,1
27.0,4.0,2
27.0,4.0,2
25.84,2.71,1
27.0,4.0,2
27.0,4.0,2
25.7,2.72,1
27.0,4.0,2
27.0,4.0,2
25.41,2.72,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.51,2.85,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.62,2.14,1
25.73,2.04,1
0.0,0.0,0
25.16,2.19,1
25.57,2.52,1
0.0,0.0,0
25.4,2.69,1
0.0,0.0,0
25.44,2.54,1
27.0,4.0,2
25.36,2.02,1
0.0,0.0,0
25.64,2.79,1
25.02,2.84,1
0.0,0.0,0
25.74,2.83,1
27.0,4.0,2
27.0,4.0,2
25.99,2.79,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.45,2.78,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.3,2.18,1
25.63,2.08,1
25.44,2.86,1
27.0,4.0,2
25.55,2.97,1
27.0,4.0,2
27.0,4.0,2
25.19,2.04,1
25.4,2.13,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.13,2.88,1
27.0,4.0,2
25.83,2.06,1
25.86,2.92,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.14,3.0,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.98,2.27,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.35,2.99,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.12,2.9,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
25.25,2.05,1
25.62,2.44,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
25.03,2.59,1
27.0,4.0,2
25.66,2.78,1
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
25.12,2.05,1
25.23,2.31,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.26,2.61,1
25.77,2.3,1
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.79,2.13,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
25.76,2.12,1
25.68,2.13,1
0.0,0.0,0
0.0,0.0,0
25.87,2.9,1
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.77,2.23,1
25.43,2.89,1
25.58,2.59,1
27.0,4.0,2
25.87,2.66,1
27.0,4.0,2
27.0,4.0,2
25.61,2.89,1
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.18,2.94,1
25.53,2.79,1
25.51,2.33,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
25.72,2.19,1
25.27,2.03,1
27.0,4.0,2
25.9,2.21,1
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.12,2.46,1
27.0,4.0,2
0.0,0.0,0
25.24,2.5,1
0.0,0.0,0
0.0,0.0,0
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
25.59,2.89,1
27.0,4.0,2
25.31,2.19,1
25.89,2.57,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.46,2.34,1
25.25,2.24,1
25.12,2.57,1
25.38,2.63,1
25.36,2.58,1
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
27.0,4.0,2
0.0,0.0,0
27.0,4.0,2
0.0,0.0,0
25.27,2.88,1
0.0,0.0,0
25.72,2.11,1
0.0,0.0,0
27.0,4.0,2
25.92,2.92,1
25.06,2.86,1
0.0,0.0,0
