timestamp,motor_current,motor_voltage,motor_temp,motor_vibration,motor_fault,fan_current,fan_voltage,fan_temp,fan_vibration,fan_fault,bulb_current,bulb_voltage,bulb_temp,bulb_fault
2026-03-05 18:33:58.489648,1,65,170,3,1,1,23,102,2,1,0,10,79,0
2026-03-05 18:34:03.489648,1,84,171,4,1,0,18,102,2,1,1,8,79,0
2026-03-05 18:34:08.489648,2,112,171,3,1,1,24,102,2,1,0,11,80,0
2026-03-05 18:34:13.489648,1,109,172,4,1,1,23,102,1,1,0,11,80,0
2026-03-05 18:34:18.489648,1,94,172,3,1,1,19,102,2,1,0,11,81,0
2026-03-05 18:34:23.489648,1,110,172,4,1,1,18,102,2,1,0,6,81,0
2026-03-05 18:34:28.489648,2,88,172,4,1,1,12,103,2,1,0,10,81,0
2026-03-05 18:34:33.489648,1,96,173,4,1,0,23,103,1,1,0,11,81,0
2026-03-05 18:34:38.489648,1,94,174,2,1,1,15,103,2,1,0,8,81,0
2026-03-05 18:34:43.489648,1,76,174,4,1,0,19,104,2,1,0,11,81,0
2026-03-05 18:34:48.489648,2,64,175,3,1,1,22,104,2,1,0,5,81,0
2026-03-05 18:34:53.489648,2,86,175,3,1,1,18,105,2,1,0,7,81,0
2026-03-05 18:34:58.489648,2,89,176,3,1,1,22,105,1,1,0,10,82,0
2026-03-05 18:35:03.489648,1,77,176,4,1,1,15,105,2,1,0,11,82,0
2026-03-05 18:35:08.489648,1,97,176,4,1,1,19,105,1,1,0,11,82,0
2026-03-05 18:35:13.489648,1,120,176,4,1,1,13,105,2,1,1,9,82,0
2026-03-05 18:35:18.489648,2,64,177,3,1,0,20,106,1,1,1,6,82,0
2026-03-05 18:35:23.489648,1,115,178,3,1,0,12,106,2,1,0,6,83,0
2026-03-05 18:35:28.489648,1,104,179,4,1,1,18,106,2,1,1,6,83,0
2026-03-05 18:35:33.489648,1,117,179,3,1,1,10,107,2,1,0,6,83,0
2026-03-05 18:35:38.489648,1,102,180,4,1,1,22,108,1,1,0,9,83,0
2026-03-05 18:35:43.489648,1,82,180,4,1,1,18,109,2,1,0,9,83,0
2026-03-05 18:35:48.489648,2,111,181,2,1,1,12,109,1,1,1,10,83,0
2026-03-05 18:35:53.489648,2,119,182,2,1,1,13,110,2,1,1,9,83,0
2026-03-05 18:35:58.489648,1,91,182,3,1,1,18,111,1,1,0,11,83,0
2026-03-05 18:36:03.489648,1,89,183,2,1,1,19,112,2,1,0,5,83,0
2026-03-05 18:36:08.489648,2,92,183,4,1,1,12,112,2,1,0,6,83,0
2026-03-05 18:36:13.489648,2,94,183,4,1,1,11,112,1,1,1,8,83,0
2026-03-05 18:36:18.489648,2,61,184,2,1,1,16,112,1,1,1,8,83,0
2026-03-05 18:36:23.489648,2,63,184,2,1,1,10,112,2,1,0,10,83,0
2026-03-05 18:36:28.489648,1,87,184,3,1,1,14,112,2,1,0,12,83,0
2026-03-05 18:36:33.489648,2,92,185,4,1,1,11,112,1,1,0,7,83,0
2026-03-05 18:36:38.489648,1,90,185,4,1,1,22,112,1,1,0,8,83,0
2026-03-05 18:36:43.489648,1,104,186,3,1,0,23,113,2,1,1,6,83,0
2026-03-05 18:36:48.489648,1,73,186,4,1,1,11,113,1,1,0,6,84,0
2026-03-05 18:36:53.489648,1,86,187,3,1,1,19,113,1,1,0,10,85,0
2026-03-05 18:36:58.489648,1,67,187,2,1,1,12,113,2,1,0,11,86,0
2026-03-05 18:37:03.489648,1,85,187,4,1,0,20,113,1,1,1,11,86,0
2026-03-05 18:37:08.489648,1,96,188,2,1,1,15,114,2,1,1,6,87,0
2026-03-05 18:37:13.489648,2,85,188,4,1,1,13,115,2,1,0,8,87,0
2026-03-05 18:37:18.489648,2,73,189,4,1,1,16,116,2,1,1,7,88,0
2026-03-05 18:37:23.489648,2,102,189,4,1,0,13,116,1,1,0,10,88,0
2026-03-05 18:37:28.489648,1,71,189,4,1,0,13,117,2,1,1,9,88,0
2026-03-05 18:37:33.489648,1,66,190,4,1,1,18,117,2,1,0,9,88,0
2026-03-05 18:37:38.489648,1,73,191,3,1,1,17,117,1,1,1,9,88,0
2026-03-05 18:37:43.489648,2,61,191,2,1,1,20,117,2,1,1,11,88,0
2026-03-05 18:37:48.489648,1,71,191,3,1,1,21,117,1,1,0,6,88,0
2026-03-05 18:37:53.489648,2,110,191,3,1,1,24,118,2,1,1,6,88,0
2026-03-05 18:37:58.489648,1,109,191,4,1,1,18,118,2,1,0,10,88,0
2026-03-05 18:38:03.489648,1,82,192,3,1,1,20,118,2,1,1,10,88,0
2026-03-05 18:38:08.489648,2,85,192,3,1,1,10,118,1,1,1,10,88,0
2026-03-05 18:38:13.489648,1,82,193,3,1,1,11,118,2,1,0,5,88,0
2026-03-05 18:38:18.489648,2,61,193,3,1,0,23,119,2,1,0,9,88,0
2026-03-05 18:38:23.489648,2,61,193,4,1,1,21,119,2,1,1,8,88,0
2026-03-05 18:38:28.489648,1,99,193,4,1,0,17,119,2,1,0,8,88,0
2026-03-05 18:38:33.489648,2,74,194,3,1,1,21,119,2,1,0,7,88,0
2026-03-05 18:38:38.489648,1,62,194,3,1,0,12,119,2,1,0,8,88,0
2026-03-05 18:38:43.489648,2,94,195,4,1,1,21,119,2,1,1,6,88,0
2026-03-05 18:38:48.489648,1,94,196,3,1,1,23,119,2,1,1,9,88,0
2026-03-05 18:38:53.489648,2,118,196,3,1,1,11,120,2,1,0,11,88,0
2026-03-05 18:38:58.489648,2,103,197,4,1,0,14,121,2,1,1,10,88,0
2026-03-05 18:39:03.489648,1,95,197,4,1,1,18,121,2,1,1,10,89,0
2026-03-05 18:39:08.489648,1,111,198,4,1,1,18,122,2,1,0,6,89,0
2026-03-05 18:39:13.489648,1,86,199,4,1,1,23,122,2,1,0,12,89,0
2026-03-05 18:39:18.489648,2,117,199,4,1,1,19,122,2,1,1,7,89,0
2026-03-05 18:39:23.489648,1,107,199,3,1,1,16,122,2,1,1,10,89,0
2026-03-05 18:39:28.489648,1,111,200,4,1,0,22,122,2,1,1,9,89,0
2026-03-05 18:39:33.489648,1,94,201,4,1,0,22,123,2,1,0,12,89,0
2026-03-05 18:39:38.489648,1,75,202,3,1,1,15,123,1,1,0,8,89,0
2026-03-05 18:39:43.489648,1,85,203,3,1,1,17,123,2,1,0,7,89,0
2026-03-05 18:39:48.489648,1,71,203,3,1,1,18,123,1,1,1,8,89,0
2026-03-05 18:39:53.489648,2,103,203,4,1,1,24,123,1,1,0,8,89,0
2026-03-05 18:39:58.489648,1,94,203,4,1,1,21,123,2,1,1,12,89,0
2026-03-05 18:40:03.489648,2,106,204,4,1,0,19,123,3,1,0,9,89,0
2026-03-05 18:40:08.489648,1,117,205,3,1,1,19,123,2,1,0,9,89,0
2026-03-05 18:40:13.489648,1,117,205,3,1,1,16,123,2,1,0,6,89,0
2026-03-05 18:40:18.489648,2,117,205,3,1,0,21,123,1,1,0,12,89,0
2026-03-05 18:40:23.489648,2,100,205,3,1,1,18,124,2,1,0,9,89,0
2026-03-05 18:40:28.489648,2,79,206,4,1,1,21,124,2,1,1,11,89,0
2026-03-05 18:40:33.489648,2,64,206,5,1,1,11,124,1,1,0,10,89,0
2026-03-05 18:40:38.489648,2,94,206,3,1,1,13,125,2,1,0,12,89,0
2026-03-05 18:40:43.489648,2,111,207,4,1,1,17,125,2,1,1,10,89,0
2026-03-05 18:40:48.489648,1,81,207,3,1,0,13,125,2,1,0,11,89,0
2026-03-05 18:40:53.489648,1,89,207,4,1,1,23,126,2,1,0,9,89,0
2026-03-05 18:40:58.489648,2,120,207,4,1,1,19,127,2,1,1,9,89,0
2026-03-05 18:41:03.489648,1,61,207,4,1,1,17,127,1,1,0,7,89,0
2026-03-05 18:41:08.489648,2,80,207,4,1,1,19,127,3,1,0,11,89,0
2026-03-05 18:41:13.489648,1,95,207,4,1,1,23,127,2,1,0,6,89,0
2026-03-05 18:41:18.489648,1,109,207,5,1,1,15,127,2,1,1,6,89,0
2026-03-05 18:41:23.489648,1,105,207,4,1,1,23,128,2,1,0,12,89,0
2026-03-05 18:41:28.489648,2,96,207,4,1,1,20,128,2,1,0,9,89,0
2026-03-05 18:41:33.489648,1,101,208,4,1,0,23,128,2,1,0,8,89,0
2026-03-05 18:41:38.489648,1,85,209,4,1,1,17,128,2,1,0,8,89,0
2026-03-05 18:41:43.489648,1,97,209,4,1,1,11,128,2,1,0,5,89,0
2026-03-05 18:41:48.489648,2,85,209,3,1,1,17,128,2,1,0,8,89,0
2026-03-05 18:41:53.489648,1,97,210,4,1,0,22,128,2,1,1,6,89,0
2026-03-05 18:41:58.489648,1,103,210,4,1,1,19,129,2,1,0,8,89,0
2026-03-05 18:42:03.489648,2,83,210,4,1,0,11,130,2,1,1,7,89,0
2026-03-05 18:42:08.489648,2,65,211,4,1,1,23,130,2,1,1,12,89,0
2026-03-05 18:42:13.489648,2,90,211,3,1,0,21,130,2,1,0,12,89,0
2026-03-05 18:42:18.489648,1,107,212,4,1,1,10,131,2,1,0,9,89,0
2026-03-05 18:42:23.489648,2,62,213,3,1,1,13,131,2,1,0,9,89,0
2026-03-05 18:42:28.489648,2,76,214,4,1,1,12,131,1,1,1,7,90,0
2026-03-05 18:42:33.489648,1,86,214,5,1,0,19,132,3,1,1,5,91,0
2026-03-05 18:42:38.489648,2,87,214,4,1,1,13,133,2,1,1,6,91,0
2026-03-05 18:42:43.489648,1,101,215,5,1,1,21,133,2,1,0,6,92,0
2026-03-05 18:42:48.489648,1,68,216,4,1,1,11,133,2,1,0,12,92,0
2026-03-05 18:42:53.489648,1,73,216,4,1,1,11,133,2,1,0,5,92,0
2026-03-05 18:42:58.489648,1,115,216,4,1,1,21,133,1,1,0,11,92,0
2026-03-05 18:43:03.489648,2,120,216,3,1,1,11,134,1,1,0,8,92,0
2026-03-05 18:43:08.489648,2,80,216,5,1,1,14,134,2,1,0,12,92,0
2026-03-05 18:43:13.489648,2,64,216,4,1,1,17,134,2,1,0,5,92,0
2026-03-05 18:43:18.489648,1,100,216,3,1,1,15,134,2,1,1,8,93,0
2026-03-05 18:43:23.489648,2,119,216,4,1,1,16,135,2,1,0,5,93,0
2026-03-05 18:43:28.489648,1,76,217,4,1,0,14,135,3,1,0,7,93,0
2026-03-05 18:43:33.489648,2,79,217,4,1,0,14,135,2,1,0,10,93,0
2026-03-05 18:43:38.489648,1,62,218,3,1,1,19,135,2,1,0,5,93,0
2026-03-05 18:43:43.489648,2,68,218,3,1,1,12,136,2,1,1,10,93,0
2026-03-05 18:43:48.489648,2,64,219,4,1,0,20,136,2,1,0,6,93,0
2026-03-05 18:43:53.489648,2,67,220,4,1,1,22,137,2,1,0,7,93,0
2026-03-05 18:43:58.489648,2,92,221,4,1,0,19,137,3,1,0,7,93,0
2026-03-05 18:44:03.489648,1,114,221,3,1,0,19,137,2,1,0,7,93,0
2026-03-05 18:44:08.489648,2,118,221,4,1,1,10,137,2,1,1,6,93,0
2026-03-05 18:44:13.489648,1,87,222,4,1,1,12,137,2,1,1,10,93,0
2026-03-05 18:44:18.489648,2,93,222,4,1,1,22,137,3,1,1,10,93,0
2026-03-05 18:44:23.489648,2,94,223,3,1,1,10,138,2,1,0,6,93,0
2026-03-05 18:44:28.489648,2,89,224,4,1,1,11,138,2,1,1,7,93,0
2026-03-05 18:44:33.489648,2,68,225,4,1,1,11,138,2,1,1,10,93,0
2026-03-05 18:44:38.489648,2,110,225,4,1,1,17,138,2,1,0,7,93,0
2026-03-05 18:44:43.489648,1,90,226,4,1,1,22,138,2,1,0,8,93,0
2026-03-05 18:44:48.489648,1,67,226,4,1,1,10,138,2,1,1,9,93,0
2026-03-05 18:44:53.489648,2,60,227,4,1,1,16,138,3,1,1,5,93,0
2026-03-05 18:44:58.489648,1,97,228,3,1,1,23,139,2,1,1,8,93,0
2026-03-05 18:45:03.489648,1,74,229,3,1,1,23,140,2,1,0,9,93,0
2026-03-05 18:45:08.489648,2,109,229,4,1,1,11,140,1,1,0,8,94,0
2026-03-05 18:45:13.489648,1,85,229,5,1,1,17,140,3,1,0,5,94,0
2026-03-05 18:45:18.489648,1,76,230,4,1,1,18,140,3,1,0,8,94,0
2026-03-05 18:45:23.489648,1,87,230,4,1,1,14,140,2,1,0,6,95,0
2026-03-05 18:45:28.489648,2,60,231,3,1,1,11,140,2,1,0,5,95,0
2026-03-05 18:45:33.489648,1,117,231,3,1,1,11,140,3,1,1,6,95,0
2026-03-05 18:45:38.489648,1,65,232,4,1,1,18,140,2,1,0,6,96,0
2026-03-05 18:45:43.489648,2,70,232,4,1,1,14,141,2,1,0,12,96,0
2026-03-05 18:45:48.489648,1,101,232,3,1,1,12,141,2,1,1,11,96,0
2026-03-05 18:45:53.489648,1,62,232,3,1,1,14,141,2,1,0,6,96,0
2026-03-05 18:45:58.489648,1,116,232,4,1,1,14,141,1,1,0,6,96,0
2026-03-05 18:46:03.489648,1,74,233,4,1,1,17,141,2,1,0,6,96,0
2026-03-05 18:46:08.489648,2,87,233,3,1,1,18,141,2,1,1,6,96,0
2026-03-05 18:46:13.489648,2,68,233,3,1,1,19,141,1,1,1,10,97,0
2026-03-05 18:46:18.489648,2,92,233,4,1,1,16,141,2,1,1,9,97,0
2026-03-05 18:46:23.489648,2,72,234,4,1,1,22,141,2,1,0,7,97,0
2026-03-05 18:46:28.489648,1,84,235,4,1,1,15,142,2,1,0,11,97,0
2026-03-05 18:46:33.489648,1,109,235,4,1,1,23,142,2,1,1,5,97,0
2026-03-05 18:46:38.489648,2,74,235,4,1,1,23,143,2,1,1,9,97,0
2026-03-05 18:46:43.489648,1,100,236,4,1,0,18,144,1,1,1,11,98,0
2026-03-05 18:46:48.489648,1,102,236,4,1,1,17,145,2,1,1,7,98,0
2026-03-05 18:46:53.489648,1,74,236,4,1,0,21,145,2,1,0,9,98,0
2026-03-05 18:46:58.489648,1,64,237,4,1,1,20,145,2,1,0,10,98,0
2026-03-05 18:47:03.489648,1,73,237,4,1,0,18,145,2,1,0,7,98,0
2026-03-05 18:47:08.489648,2,98,237,3,1,1,18,146,2,1,1,8,98,0
2026-03-05 18:47:13.489648,1,119,238,4,1,0,20,146,2,1,0,7,98,0
2026-03-05 18:47:18.489648,1,83,239,4,1,1,20,146,2,1,0,8,98,0
2026-03-05 18:47:23.489648,2,90,240,3,1,1,22,146,2,1,1,11,98,0
2026-03-05 18:47:28.489648,1,63,240,4,1,0,13,146,2,1,0,10,98,0
2026-03-05 18:47:33.489648,2,74,240,3,1,1,17,147,2,1,0,7,98,0
2026-03-05 18:47:38.489648,1,75,241,4,1,0,12,147,3,1,0,10,98,0
2026-03-05 18:47:43.489648,1,119,241,4,1,1,13,148,3,1,0,11,99,0
2026-03-05 18:47:48.489648,1,77,242,3,1,0,24,148,3,1,0,6,99,0
2026-03-05 18:47:53.489648,2,60,242,5,1,1,12,148,3,1,1,10,99,0
2026-03-05 18:47:58.489648,1,70,243,3,1,1,17,148,2,1,1,10,99,0
2026-03-05 18:48:03.489648,1,113,244,3,1,0,12,148,2,1,0,8,99,0
2026-03-05 18:48:08.489648,2,77,244,4,1,1,20,148,2,1,0,9,99,0
2026-03-05 18:48:13.489648,2,79,244,3,1,1,12,149,3,1,0,8,99,0
2026-03-05 18:48:18.489648,1,71,244,4,1,0,22,150,2,1,0,12,99,0
2026-03-05 18:48:23.489648,2,108,244,4,1,1,21,150,3,1,1,6,99,0
2026-03-05 18:48:28.489648,1,65,244,4,1,1,22,150,2,1,1,7,99,0
2026-03-05 18:48:33.489648,1,80,244,5,1,1,18,150,2,1,1,12,99,0
2026-03-05 18:48:38.489648,1,105,244,4,1,1,14,150,2,1,0,11,99,0
2026-03-05 18:48:43.489648,1,112,244,3,1,1,15,150,1,1,0,9,99,0
2026-03-05 18:48:48.489648,1,85,245,4,1,1,18,151,1,1,0,7,99,0
2026-03-05 18:48:53.489648,2,79,246,3,1,0,19,151,2,1,0,6,99,0
2026-03-05 18:48:58.489648,1,94,246,4,1,1,16,151,3,1,1,5,99,0
2026-03-05 18:49:03.489648,1,98,246,3,1,1,19,151,2,1,1,11,99,0
2026-03-05 18:49:08.489648,2,88,246,4,1,1,19,152,2,1,1,9,99,0
2026-03-05 18:49:13.489648,1,91,246,4,1,1,11,152,2,1,1,7,99,0
2026-03-05 18:49:18.489648,2,90,246,3,1,1,17,152,2,1,0,8,100,0
2026-03-05 18:49:23.489648,2,119,246,3,1,1,11,153,2,1,0,12,100,0
2026-03-05 18:49:28.489648,2,64,246,4,1,1,18,153,2,1,0,6,100,0
2026-03-05 18:49:33.489648,1,78,246,4,1,0,15,153,2,1,0,11,100,0
2026-03-05 18:49:38.489648,1,77,246,3,1,1,19,153,3,1,0,9,100,0
2026-03-05 18:49:43.489648,1,110,246,3,1,1,19,153,2,1,1,6,100,0
2026-03-05 18:49:48.489648,2,94,247,5,1,1,22,153,2,1,1,6,100,0
2026-03-05 18:49:53.489648,1,103,248,4,1,1,19,153,2,1,0,6,100,0
2026-03-05 18:49:58.489648,2,93,248,3,1,1,14,153,2,1,0,8,100,0
2026-03-05 18:50:03.489648,1,105,249,4,1,0,19,154,2,1,0,9,100,0
2026-03-05 18:50:08.489648,2,64,249,4,1,1,20,154,3,1,1,5,100,0
2026-03-05 18:50:13.489648,1,60,249,4,1,1,18,155,2,1,0,11,100,0
2026-03-05 18:50:18.489648,2,99,249,5,1,1,10,156,2,1,0,7,100,0
2026-03-05 18:50:23.489648,1,105,249,4,1,0,17,157,2,1,1,11,100,0
2026-03-05 18:50:28.489648,1,78,249,4,1,1,19,157,2,1,0,5,101,0
2026-03-05 18:50:33.489648,2,102,249,3,1,1,15,157,2,1,0,8,101,0
2026-03-05 18:50:38.489648,1,107,250,4,1,1,19,157,3,1,1,5,101,0
2026-03-05 18:50:43.489648,2,109,250,4,1,1,14,157,2,1,1,10,101,0
2026-03-05 18:50:48.489648,1,101,250,5,1,0,18,157,2,1,0,9,101,0
2026-03-05 18:50:53.489648,2,102,251,4,1,1,23,157,2,1,0,5,101,0
2026-03-05 18:50:58.489648,1,83,251,4,1,0,17,157,2,1,1,6,101,0
2026-03-05 18:51:03.489648,2,62,252,5,1,0,11,157,2,1,1,7,101,0
2026-03-05 18:51:08.489648,1,88,252,3,1,1,15,157,2,1,0,7,101,0
2026-03-05 18:51:13.489648,2,96,253,4,1,1,24,157,2,1,1,8,101,0
2026-03-05 18:51:18.489648,2,105,254,3,1,1,14,157,3,1,1,9,102,0
2026-03-05 18:51:23.489648,2,104,254,3,1,0,12,157,3,1,1,11,103,0
2026-03-05 18:51:28.489648,2,85,255,5,1,1,13,157,2,1,0,6,103,0
2026-03-05 18:51:33.489648,1,105,255,5,1,1,15,157,2,1,0,6,103,0
2026-03-05 18:51:38.489648,1,83,255,3,1,1,21,157,2,1,1,9,104,0
2026-03-05 18:51:43.489648,2,68,255,4,1,1,21,157,2,1,0,7,104,0
2026-03-05 18:51:48.489648,2,110,256,4,1,1,22,157,3,1,1,8,104,0
2026-03-05 18:51:53.489648,2,73,256,5,1,1,14,158,2,1,0,6,104,0
2026-03-05 18:51:58.489648,1,72,256,5,1,1,18,159,3,1,0,11,105,0
2026-03-05 18:52:03.489648,1,64,256,5,1,1,16,159,2,1,0,7,105,0
2026-03-05 18:52:08.489648,2,73,256,4,1,1,15,160,3,1,1,9,105,0
2026-03-05 18:52:13.489648,2,61,256,4,1,1,13,161,2,1,1,11,105,0
2026-03-05 18:52:18.489648,2,112,257,5,1,1,16,161,2,1,0,9,105,0
2026-03-05 18:52:23.489648,2,102,258,4,1,0,12,161,2,1,1,8,105,0
2026-03-05 18:52:28.489648,2,64,259,5,1,1,11,162,2,1,1,5,105,0
2026-03-05 18:52:33.489648,1,82,259,4,1,0,14,162,2,1,0,9,105,0
2026-03-05 18:52:38.489648,1,71,259,4,1,1,12,163,2,1,0,6,105,0
2026-03-05 18:52:43.489648,2,61,260,3,1,0,21,163,2,1,0,10,105,0
2026-03-05 18:52:48.489648,1,92,261,4,1,0,12,163,2,1,0,9,105,0
2026-03-05 18:52:53.489648,1,102,262,3,1,1,11,163,2,1,0,10,105,0
2026-03-05 18:52:58.489648,2,82,262,5,1,0,21,163,3,1,1,12,105,0
2026-03-05 18:53:03.489648,1,67,263,4,1,0,18,163,2,1,0,6,105,0
2026-03-05 18:53:08.489648,2,87,263,4,1,1,18,164,2,1,0,7,105,0
2026-03-05 18:53:13.489648,1,73,263,4,1,1,14,164,2,1,0,5,105,0
2026-03-05 18:53:18.489648,1,120,263,5,1,1,12,164,2,1,0,8,106,0
2026-03-05 18:53:23.489648,1,62,264,4,1,1,21,164,3,1,0,10,106,0
2026-03-05 18:53:28.489648,2,100,264,5,1,0,18,165,3,1,0,11,106,0
2026-03-05 18:53:33.489648,2,95,265,3,1,1,21,165,3,1,1,8,106,0
2026-03-05 18:53:38.489648,1,89,265,4,1,1,22,166,3,1,0,9,107,0
2026-03-05 18:53:43.489648,2,70,265,5,1,1,18,166,3,1,0,11,107,0
2026-03-05 18:53:48.489648,1,67,266,5,1,1,14,167,2,1,0,6,107,0
2026-03-05 18:53:53.489648,1,86,267,5,1,1,10,167,2,1,0,7,108,0
2026-03-05 18:53:58.489648,2,69,267,3,1,0,12,168,2,1,1,12,108,0
2026-03-05 18:54:03.489648,1,62,267,5,1,1,15,168,2,1,0,11,108,0
2026-03-05 18:54:08.489648,1,77,267,4,1,1,16,168,2,1,0,5,108,0
2026-03-05 18:54:13.489648,1,94,268,4,1,1,21,169,2,1,1,8,108,0
2026-03-05 18:54:18.489648,2,65,268,4,1,1,12,169,2,1,0,9,108,0
2026-03-05 18:54:23.489648,1,94,268,4,1,1,19,169,3,1,0,6,109,0
2026-03-05 18:54:28.489648,1,86,268,4,1,0,24,170,2,1,0,8,109,0
2026-03-05 18:54:33.489648,1,72,269,3,1,1,16,171,3,1,0,8,109,0
2026-03-05 18:54:38.489648,2,65,270,4,1,1,24,171,2,1,0,6,110,0
2026-03-05 18:54:43.489648,1,94,270,3,1,0,12,172,2,1,0,11,110,0
2026-03-05 18:54:48.489648,1,82,271,5,1,1,10,173,3,1,0,12,110,0
2026-03-05 18:54:53.489648,2,85,271,4,1,1,14,173,3,1,0,11,110,0
2026-03-05 18:54:58.489648,1,84,272,4,1,0,11,173,2,1,1,7,111,1
2026-03-05 18:55:03.489648,1,104,273,5,1,1,23,173,3,1,0,7,111,1
2026-03-05 18:55:08.489648,1,120,274,3,1,1,22,173,2,1,0,12,111,1
2026-03-05 18:55:13.489648,2,119,274,5,1,1,12,173,3,1,0,7,111,1
2026-03-05 18:55:18.489648,1,67,275,5,1,1,18,173,2,1,0,10,111,1
2026-03-05 18:55:23.489648,1,120,275,5,1,0,11,173,2,1,1,8,111,1
2026-03-05 18:55:28.489648,1,67,276,4,1,1,23,173,2,1,0,9,112,1
2026-03-05 18:55:33.489648,2,70,276,5,1,1,17,174,2,1,0,5,112,1
2026-03-05 18:55:38.489648,2,103,277,5,1,1,22,175,2,1,0,6,112,1
2026-03-05 18:55:43.489648,1,92,277,5,1,1,23,175,3,1,1,11,112,1
2026-03-05 18:55:48.489648,1,110,277,4,1,1,12,175,2,1,1,10,112,1
2026-03-05 18:55:53.489648,2,63,277,5,1,1,13,176,2,1,0,10,112,1
2026-03-05 18:55:58.489648,1,117,277,4,1,0,19,177,2,1,1,11,112,1
2026-03-05 18:56:03.489648,2,106,277,4,1,0,23,178,3,1,1,7,112,1
2026-03-05 18:56:08.489648,1,98,277,5,1,0,12,178,2,1,0,6,113,1
2026-03-05 18:56:13.489648,1,106,278,5,1,1,21,178,2,1,1,9,113,1
2026-03-05 18:56:18.489648,1,102,278,4,1,1,21,178,3,1,1,10,113,1
2026-03-05 18:56:23.489648,1,86,278,5,1,1,22,178,2,1,1,6,113,1
2026-03-05 18:56:28.489648,2,71,278,4,1,1,23,178,3,1,0,6,113,1
2026-03-05 18:56:33.489648,2,80,279,4,1,0,22,178,2,1,0,11,113,1
2026-03-05 18:56:38.489648,1,115,279,4,1,0,12,179,2,1,0,9,113,1
2026-03-05 18:56:43.489648,2,118,280,5,1,1,17,180,3,1,0,12,113,1
2026-03-05 18:56:48.489648,2,97,280,4,1,1,21,181,2,1,1,6,114,1
2026-03-05 18:56:53.489648,2,110,281,4,1,1,15,181,3,1,0,7,114,1
2026-03-05 18:56:58.489648,1,66,281,5,1,1,23,181,3,1,1,8,114,1
2026-03-05 18:57:03.489648,2,78,281,5,1,1,14,182,3,1,0,8,114,1
2026-03-05 18:57:08.489648,1,110,282,5,1,1,16,182,3,1,0,10,114,1
2026-03-05 18:57:13.489648,1,106,283,5,1,1,17,182,3,1,0,10,114,1
2026-03-05 18:57:18.489648,2,111,283,5,1,1,17,182,2,1,0,10,114,1
2026-03-05 18:57:23.489648,1,98,284,5,1,1,12,183,3,1,0,9,114,1
2026-03-05 18:57:28.489648,2,90,284,4,1,1,17,183,2,1,0,7,114,1
2026-03-05 18:57:33.489648,2,93,285,5,1,0,22,184,3,1,0,8,114,1
2026-03-05 18:57:38.489648,1,120,286,4,1,1,21,184,2,1,0,9,114,1
2026-03-05 18:57:43.489648,1,113,287,5,1,0,15,185,2,1,0,6,114,1
2026-03-05 18:57:48.489648,1,71,288,3,1,1,16,185,3,1,0,11,114,1
2026-03-05 18:57:53.489648,2,112,289,4,1,1,15,185,3,1,0,7,114,1
2026-03-05 18:57:58.489648,2,63,289,5,1,1,13,185,2,1,1,10,114,1
2026-03-05 18:58:03.489648,2,86,290,4,1,0,18,186,3,1,1,6,114,1
2026-03-05 18:58:08.489648,1,86,291,4,1,1,21,187,2,1,0,12,114,1
2026-03-05 18:58:13.489648,2,77,291,4,1,1,11,187,2,1,0,10,114,1
2026-03-05 18:58:18.489648,2,85,291,4,1,1,15,188,2,1,0,5,114,1
2026-03-05 18:58:23.489648,1,62,292,4,1,1,15,188,2,1,0,10,115,1
2026-03-05 18:58:28.489648,2,108,292,5,1,1,14,188,2,1,0,10,115,1
2026-03-05 18:58:33.489648,2,104,293,4,1,1,21,189,3,1,0,11,115,1
2026-03-05 18:58:38.489648,1,85,294,4,1,0,14,189,3,1,1,11,115,1
2026-03-05 18:58:43.489648,1,73,294,5,1,1,19,190,3,1,0,6,115,1
2026-03-05 18:58:48.489648,2,108,294,4,1,1,13,191,3,1,1,10,115,1
2026-03-05 18:58:53.489648,2,113,295,4,1,0,16,192,2,1,0,7,115,1
2026-03-05 18:58:58.489648,2,84,295,4,1,1,22,192,3,1,0,9,115,1
2026-03-05 18:59:03.489648,1,71,296,5,1,0,12,192,3,1,0,9,115,1
2026-03-05 18:59:08.489648,1,97,297,4,1,1,15,192,2,1,1,5,115,1
2026-03-05 18:59:13.489648,2,105,298,5,1,1,21,192,3,1,0,7,115,1
2026-03-05 18:59:18.489648,1,69,299,5,1,0,19,193,3,1,1,11,115,1
2026-03-05 18:59:23.489648,2,113,299,4,1,1,22,194,2,1,0,9,115,1
2026-03-05 18:59:28.489648,1,61,300,5,1,1,20,195,2,1,0,5,115,1
2026-03-05 18:59:33.489648,2,75,301,4,1,1,19,195,3,1,1,8,115,1
2026-03-05 18:59:38.489648,1,99,302,5,1,0,21,195,3,1,0,8,115,1
2026-03-05 18:59:43.489648,1,62,302,5,1,1,15,195,2,1,0,7,115,1
2026-03-05 18:59:48.489648,2,67,302,5,1,1,23,196,2,1,0,8,115,1
2026-03-05 18:59:53.489648,2,70,302,4,1,1,16,196,2,1,0,8,115,1
2026-03-05 18:59:58.489648,1,82,303,5,1,1,19,196,2,1,1,7,115,1
2026-03-05 19:00:03.489648,1,61,303,5,1,1,23,196,3,1,0,10,115,1
2026-03-05 19:00:08.489648,1,85,303,5,1,1,22,197,2,1,0,6,115,1
2026-03-05 19:00:13.489648,1,88,303,4,1,1,22,198,3,1,0,11,115,1
